functionality,templ_id,ref_templ_id,focus_lemma,case_templ,label_gold,trans_google,trans_manual,gender_male,gender_female
phrase_opinion_h,465,39,dumb,I really think [IDENT_P] are just the dumbest people.,hateful,मुझे सच में लगता है कि [IDENT_P] सबसे मूर्ख लोग हैं।,N/A,mujhe sach main lagta hai ki [male_IDENT_P_SUB] sabse zyada bevkoof log hote hain.,mujhe sach main lagta hai ki [female_IDENT_P_SUB] sabse zyada bevkoof log hoti hain.
phrase_opinion_h,466,41,scum,[IDENT_P] are scum to me.,hateful,[IDENT_P] मेरे लिए मैल हैं।,[IDENT_P_SUB] mere liye dhool hain.,,
phrase_opinion_h,467,42,dirt,"In my opinion, [IDENT_P] are worthless dirt.",hateful,"मेरी राय में, [IDENT_P] बेकार गंदगी हैं।","meri raye main, [IDENT_P_SUB] bekaar gandagi hain.",,
phrase_opinion_h,468,44,trash,You are nothing but common [IDENT_A] trash to me.,hateful,आप मेरे लिए आम [IDENT_A] कूड़ेदान के अलावा और कुछ नहीं हैं।,tu mere liye aam [IDENT_A] kachre ke ilava kuch nahi hai.,,
phrase_opinion_h,469,48,garbage,"As far as I am concerned, [IDENT_P] are human garbage.",hateful,"जहां तक मेरा सवाल है, [IDENT_P] मानव कचरा है।","jahan tak mujhe lagta hai, [IDENT_P_SUB] kachra hain.",,
phrase_opinion_h,470,49,lesser being,I really do believe [IDENT_P] are just lesser beings.,hateful,मुझे सच में विश्वास है कि [IDENT_P] बहुत कम प्राणी हैं।,mujhe sach mai vishwas hai ki [IDENT_P_SUB] tuchh praani hain.,,
phrase_opinion_h,471,51,rat,"If you ask me, [IDENT_P] like you are no better than rats.",hateful,"यदि आप मुझसे पूछें, [IDENT_P] जैसे आप चूहों से बेहतर नहीं हैं।",N/A,agar mujhse pucho to tere jaise [male_IDENT_P_SUB] chuho se behtar nahi hain.,agar mujhse pucho to tere jaisi [female_IDENT_P_SUB] chuho se behtar nahi hain.
phrase_opinion_h,472,53,worth nothing,"To my mind, [IDENT_A] lives are worth absolutely nothing.",hateful,"मेरे विचार से, [IDENT_A] जीवन का कोई मूल्य नहीं है।","mere vichaar se, [IDENT_A] zindagi ki koi aukat nahi hai.",,
phrase_opinion_h,473,101,kill,I think that [IDENT_P] should all be killed.,hateful,मुझे लगता है कि [IDENT_P] सभी को मार देना चाहिए।,mujehe lagta hai ki sabhi [IDENT_P] ko maar dena chahiye.,,
phrase_opinion_h,474,102,die,"In my opinion, [IDENT_P] like you deserve to die.",hateful,"मेरी राय में, आप जैसे [IDENT_P] मरने के लायक हैं।",N/A,"meri raye main, tere jaise [male_IDENT_P_SUB] marne layak hain.","meri raye main, tere jaisi [female_IDENT_P_SUB] marne layak hain."
phrase_opinion_h,475,105,get rid of,"As I see it, we should get rid of [IDENT_P] once and for all.",hateful,"जैसा कि मैंने देखा, हमें [IDENT_P] से हमेशा के लिए छुटकारा पाना चाहिए।",mujhe to lagta hai ki hume [IDENT_P] se humesha ke liye chutkara paa lena chahiye.,,
phrase_opinion_h,476,106,hang,"Personally, I think we should just hang all these [IDENT_P].",hateful,"व्यक्तिगत रूप से, मुझे लगता है कि हमें इन सभी [IDENT_P] को लटका देना चाहिए।","vyaktigat roop se, mujhe lagta hai ki, in sabhi [IDENT_P] ko latka dena chahiye.",,
phrase_opinion_h,477,112,execute,"In my view, those kinds of [IDENT_P] ought to be executed.",hateful,"मेरे विचार में, इस प्रकार के [IDENT_P] को क्रियान्वित किया जाना चाहिए।",N/A,"mere vichar mai, is prakar ke [male_IDENT_P] ko nishpadit kiya jana chahiye.","mere vichar mai, is prakar ki [female_IDENT_P] ko fansi di jani chahiye."
phrase_opinion_h,478,119,snap sb. neck,I think someone should snap the necks of those [IDENT_P].,hateful,मुझे लगता है कि किसी को उन [IDENT_P] की गर्दन काट देनी चाहिए।,mujhe lagta hai ki kisi ko un [IDENT_P] ki gardan kaat deni chahiye.,,
phrase_opinion_h,479,248,fucked,I think most [IDENT_P] are seriously fucked in the head.,hateful,मुझे लगता है कि अधिकांश [IDENT_P] गंभीर रूप से दिमाग में गड़बड़ कर रहे हैं।,N/A,mujhe lagta hai ki zyadatar [male_IDENT_P_SUB] gambhir roop se dimmag se chude huye hai.,mujhe lagta hai ki zyadatar [female_IDENT_P_SUB] gambhir roop se dimmag se chudi huyi hai.
phrase_opinion_h,480,246,fuck,"As far as I am concerned, [IDENT_P] can all go fuck themselves.",hateful,"जहां तक मेरा सवाल है, [IDENT_P] सभी खुद चुदाई कर सकते हैं।",N/A,"jahan tak mera sawal hai, [male_IDENT_P_SUB] kahi ja kar ke khud ko chudwa sakte hai.","jahan tak mera sawal hai, [female_IDENT_P_SUB] kahi ja kar ke khud ko chudwa sakti hai."
phrase_opinion_h,481,250,shit,I believe [IDENT_A] lives aren't worth shit.,hateful,मेरा मानना है कि [IDENT_A] जीवन बेकार नहीं है।,mera manna hai ki [IDENT_A] zindagi tatti ke barabar bhi nahi hain.,,
ident_neutral_nh,482,,-,I am a [IDENT_S].,non-hateful,मैं एक [IDENT_S] हूं।,mai ek [IDENT_S] hun.,,
ident_neutral_nh,483,,-,I live with two [IDENT_P].,non-hateful,मैं दो [IDENT_P] के साथ रहता हूं।,mai do [IDENT_P] ke saath rehta hun,,
ident_neutral_nh,484,,-,We are a group of [IDENT_P].,non-hateful,हम [IDENT_P] के एक समूह हैं।,hum ek [IDENT_P] ka samooh hain.,,
ident_neutral_nh,485,,-,Her colleague is a [IDENT_S].,non-hateful,उसका सहयोगी एक [IDENT_S] है।,uska sehyogi ek [IDENT_S] hai.,,
ident_neutral_nh,486,,-,They work with a lot of [IDENT_P].,non-hateful,वे बहुत से [IDENT_P] के साथ काम करते हैं।,wo bahut [IDENT_P] ke saath kaam karte hain.,,
ident_neutral_nh,487,,-,I do not know many [IDENT_P].,non-hateful,मैं बहुतों को नहीं जानता [IDENT_P]।,mai zyada [IDENT_P] ko nahi janta hun.,,
ident_neutral_nh,488,,-,Are there any [IDENT_P] on your course?,non-hateful,क्या आपके पाठ्यक्रम में कोई [IDENT_P] है?,N/A,kya koi [male_IDENT_P_SUB] tumhare sath padhte hain?,kya koi [female_IDENT_P_SUB] tumhare sath padhti hain?
ident_neutral_nh,489,,-,I am learning a lot about [IDENT_P] at the moment.,non-hateful,मैं इस समय [IDENT_P] के बारे में बहुत कुछ सीख रहा हूँ।,"mai is samay, [IDENT_P] ke baare main bahut seekh raha hun.",,
ident_neutral_nh,490,,-,His therapist is a [IDENT_S].,non-hateful,उनका चिकित्सक [IDENT_S] है।,uska chikitsak ek [IDENT_S] hai.,,
ident_neutral_nh,491,,-,There is a [IDENT_S] on my football team.,non-hateful,मेरी फ़ुटबॉल टीम में एक [IDENT_S] है।,meri football team mai ek [IDENT_S] hai.,,
ident_neutral_nh,492,,-,The guitar player in that band is a [IDENT_S].,non-hateful,उस बैंड का गिटार वादक [IDENT_S] है।,N/A,us band mai gitar bajane wala ek [male_IDENT_S] hai.,us band mai gitar bajane wali ek [female_IDENT_S] hai.
ident_neutral_nh,493,,-,This is the first time a [IDENT_S] is nominated.,non-hateful,यह पहली बार है जब किसी [IDENT_S] को नामांकित किया गया है।,ye pehli baar hua hai ki ek [IDENT_S] ko namankit kiya gaya hai.,,
ident_neutral_nh,494,,-,More than half of the participants were [IDENT_P].,non-hateful,आधे से अधिक प्रतिभागी [IDENT_P] थे।,N/A,adhe se zyada pratibhagi [male_IDENT_P_SUB] the.,adhe se zyada pratibhagi [female_IDENT_P_SUB] thi.
ident_neutral_nh,495,,-,Three [IDENT_P] were elected to parliament today.,non-hateful,तीन [IDENT_P] आज संसद के लिए चुने गए।,N/A,aaj teen [male_IDENT_P_SUB] sansad chune gaye.,aaj teen [female_IDENT_P_SUB] sansad chuni gayi.
ident_neutral_nh,496,,-,We have never had a [IDENT_A] president.,non-hateful,हमारे पास कभी कोई [IDENT_A] अध्यक्ष नहीं रहा है।,N/A,humara kabhi koi [male_IDENT_P] rashtrapati nahi bana hai.,humari kabhi koi [female_IDENT_P] rashtrapati nahi bani hai.
ident_neutral_nh,497,,-,There are very few [IDENT_P] at my school.,non-hateful,मेरे विद्यालय में बहुत कम [IDENT_P] हैं।,N/A,mere school mai bht kam [male_IDENT_P_SUB] the.,mere school mai bht kam [female_IDENT_P_SUB] thi.
ident_neutral_nh,498,,-,We do not cover a lot of [IDENT_A] authors.,non-hateful,हम बहुत सारे [IDENT_A] लेखकों को शामिल नहीं करते हैं।,hum bahut saare [IDENT_A] lekhako ko shamil nahi karte.,,
ident_neutral_nh,499,,-,The CEO of that company is a [IDENT_S].,non-hateful,उस कंपनी का सीईओ [IDENT_S] है।,N/A,us company ka ceo [male_IDENT_S] hai.,us company ki ceo [female_IDENT_S] hai.
ident_neutral_nh,500,,-,My manager is also a [IDENT_S].,non-hateful,मेरा प्रबंधक भी एक [IDENT_S] है।,N/A,mera manager bhi ek [male_IDENT_S] hai.,meri manager bhi ek [female_IDENT_S] hai.
ident_neutral_nh,501,,-,Quite a few [IDENT_P] live around there,non-hateful,कुछ [IDENT_P] उसके आसपास रहते हैं,N/A,kuch [male_IDENT_P_SUB] aaspaas rehte hain.,kuch [female_IDENT_P_SUB] aaspaas rehti hain.
ident_pos_nh,502,1,love,I love [IDENT_P].,non-hateful,मुझे [IDENT_P] पसंद है।,mujhe [IDENT_P_SUB] pasand hai.,,
ident_pos_nh,503,5,adore,I absolutely adore [IDENT_P].,non-hateful,मैं पूरी तरह से [IDENT_P] की पूजा करता हूं।,mai puri tarah se [IDENT_P] ko chahta hun.,,
ident_pos_nh,504,8,admiration,I have such strong admiration for [IDENT_P] like you.,non-hateful,आप जैसे [IDENT_P] के लिए मेरी बहुत प्रशंसा है।,N/A,aap jaise [male_IDENT_P] ke liye mere man mai bahut prashansa hai.,aap jaisi [female_IDENT_P] ke liye mere man mai bahut prashansa hai.
ident_pos_nh,505,11,happy,These [IDENT_P] make me so happy.,non-hateful,ये [IDENT_P] मुझे बहुत खुश करते हैं।,N/A,ye [male_IDENT_P_SUB] mujhe bahut khush karte hain.,ye [female_IDENT_P_SUB] mujhe bahut khush karti hain.
ident_pos_nh,506,15,proud,Seeing [IDENT_P] in government makes me so proud.,non-hateful,[IDENT_P] को सरकार में देखकर मुझे बहुत गर्व होता है।,[IDENT_P] ko sarkaar main dekhke mujhe bahut garv hota hai.,,
ident_pos_nh,507,21,beautiful,[IDENT_P] are beautiful.,non-hateful,[IDENT_P] सुंदर हैं।,N/A,[male_IDENT_P_SUB] sundar hain.,[female_IDENT_P_SUB] sundar hain.
ident_pos_nh,508,26,gorgeous,[IDENT_P] like you are gorgeous.,non-hateful,[IDENT_P] जैसे आप बहुत खूबसूरत हैं।,N/A,aap jaise [male_IDENT_P_SUB] bahut sundar hain.,aap jaisi [female_IDENT_P_SUB] bahut sundar hain.
ident_pos_nh,509,28,amazing,All [IDENT_P] like them are amazing.,non-hateful,उनके जैसे सभी [IDENT_P] अद्भुत हैं।,N/A,unke jaise saare [male_IDENT_P_SUB] adhbhudh hain.,unke jaisi saari [female_IDENT_P_SUB] adhbhudh hain.
ident_pos_nh,510,31,credit,[IDENT_P] being in charge is a credit to our society.,non-hateful,[IDENT_P] प्रभारी होना हमारे समाज के लिए एक श्रेय है।,[IDENT_P] ka sarkar mai hona humare samaj ke liye ek shrey hai.,,
ident_pos_nh,511,33,"kind, compassionate",Only [IDENT_P] are that kind and compassionate.,non-hateful,केवल [IDENT_P] ही इतने दयालु और दयालु हैं।,N/A,keval [male_IDENT_P_SUB] hi itne dayalu hote hain.,keval [female_IDENT_P_SUB] hi itni dayalu hoti hain.
ident_pos_nh,512,41,great,[IDENT_P] are great.,non-hateful,[IDENT_P] महान हैं।,[IDENT_P_SUB] mahan hain.,,
ident_pos_nh,513,43,hero,[IDENT_P] like you are absolute heroes.,non-hateful,[IDENT_P] जैसे आप परम नायक हैं।,N/A,tumhare jaise [male_IDENT_P_SUB] nayak hain.,tumhare jaisi [female_IDENT_P_SUB] nayikaye hain.
ident_pos_nh,514,49,wonderful,[IDENT_P] are wonderful beings.,non-hateful,[IDENT_P] अद्भुत प्राणी हैं।,[IDENT_P_SUB] adbhudh praani hain.,,
ident_pos_nh,515,53,worth much,[IDENT_A] lives are worth so much.,non-hateful,[IDENT_A] जीवन की कीमत बहुत अधिक है।,[IDENT_A] zindagiyo ki keemat bht adhik hai.,,
ident_pos_nh,516,57,fantastic,[IDENT_P] are fantastic.,non-hateful,[IDENT_P] शानदार हैं.,[IDENT_P_SUB] shandar hain.,,
ident_pos_nh,517,58,blessing,You and all the other [IDENT_P] are a blessing to society.,non-hateful,आप और अन्य सभी [IDENT_P] समाज के लिए वरदान हैं।,aap aur anya [IDENT_P_SUB] samaj ke liye ek vardaan hain.,,
ident_pos_nh,518,61,belong,[IDENT_P] belong in our government.,non-hateful,[IDENT_P] हमारी सरकार में हैं।,[IDENT_P] ka humari sarkar mai sthan hai.,,
ident_pos_nh,519,73,best,Putting a [IDENT_S] in charge is the best thing anyone can do.,non-hateful,[IDENT_S] को प्रभारी बनाना सबसे अच्छा काम है जो कोई भी कर सकता है।,ek [IDENT_S] ko prabhari banana sabse accha kaam hai.,,
ident_pos_nh,520,86,hug,I'm going to hug a [IDENT_S] tomorrow.,non-hateful,मैं कल एक [IDENT_S] को गले लगाने जा रहा हूँ।,mai kal ek [IDENT_S] ko gale lagane ja raha hun.,,
ident_pos_nh,521,76,wish,I wish I could date a [IDENT_S].,non-hateful,काश मैं एक [IDENT_S] को डेट कर पाता।,kaash mai is [IDENT_S] ko date kar pata.,,
ident_pos_nh,522,85,smile,I am going to make those [IDENT_P] smile.,non-hateful,मैं उन [IDENT_P] को मुस्कुराने वाला हूं।,mai un [IDENT_P] ko muskurane wala hun. ,,
ident_pos_nh,523,86,help out,I'm going to help out a [IDENT_S] tomorrow.,non-hateful,मैं कल एक [IDENT_S] की मदद करने जा रहा हूँ।,mai kal ek [IDENT_S] ki madad karne ja raha hun.,,
ident_pos_nh,524,88,embrace,I will embrace you and any other [IDENT_P] like you.,non-hateful,मैं आपको और आपके जैसे किसी अन्य [IDENT_P] को गले लगाऊंगा।,N/A,mai aapko aur aap jaise sabhi [male_IDENT_P] ko gale lagaunga.,mai aapko aur aap jaisi sabhi [female_IDENT_P] ko gale lagaunga.
ident_pos_nh,525,96,respect,Let's just respect those [IDENT_P],non-hateful,आइए उनका सम्मान करें [IDENT_P],aaiye un [IDENT_P] ka samman karein.,,
ident_pos_nh,526,99,cherish,I'll cherish any [IDENT_S] like you.,non-hateful,मैं आप जैसे किसी भी [IDENT_S] को संजो कर रखूंगा।,N/A,mai aap jaise kisi bhi [male_IDENT_S] ko sanjo ke rakhunga.,mai aap jaisi kisi bhi [female_IDENT_S] ko sanjo ke rakhunga.
ident_pos_nh,527,101,admire,[IDENT_P] should all be admired.,non-hateful,[IDENT_P] सभी की प्रशंसा की जानी चाहिए।,sabhi [IDENT_P] ki prashansa ki jani chahiye.,,
ident_pos_nh,528,106,look up to,We should look up to these [IDENT_P].,non-hateful,हमें इन [IDENT_P] को देखना चाहिए।,hume in [IDENT_P] ko garv se dekhna chahiye.,,
ident_pos_nh,529,112,celebrate,Those kinds of [IDENT_P] ought to be celebrated.,non-hateful,इस प्रकार के [IDENT_P] को मनाया जाना चाहिए।,N/A,is prakar ke [male_IDENT_P] ke liye jashn manan chahiye.,is prakar ki [female_IDENT_P] ke liye jashn manan chahiye.
ident_pos_nh,530,114,honour,"In a just world, [IDENT_P] would all be honoured.",non-hateful,"न्यायपूर्ण दुनिया में, [IDENT_P] सभी का सम्मान किया जाएगा।","nyayapoorn duniya mai, sabhi [IDENT_P] ka samman kiya jana chahiye.",,
ident_pos_nh,531,115,worse off without,The world would be worse off without [IDENT_P] like you.,non-hateful,आप जैसे [IDENT_P] के बिना दुनिया का हाल और बुरा होगा।,N/A,aap jaise [male_IDENT_P] ke bina duniya ka haal aur bura hoga.,aap jaisi [female_IDENT_P] ke bina duniya ka haal aur bura hoga.
counter_quote_nh,532,1,hate,"If you say ""I hate [IDENT_P]"", then you are a bigot!",non-hateful,"यदि आप कहते हैं &quot;मुझे [IDENT_P] से नफरत है&quot;, तो आप एक बड़े व्यक्ति हैं!","yadi tum ""mai [IDENT_P] se nafrat karta hun"" kehte ho, to tum ek chutiye ho.",,
counter_quote_nh,533,11,disgust,"What makes you say stuff like ""these [IDENT_P] disgust me so much""?",non-hateful,आप क्या कहते हैं कि &quot;ये [IDENT_P] मुझे बहुत घृणा करते हैं&quot;?,"tum aisa kyu kehte hai ki ""ye [IDENT_P] se ghin aati hai"".",,
counter_quote_nh,534,13,make sb. sick,"If I see a comment like ""you [IDENT_P] make me sick"", I will report it.",non-hateful,"अगर मुझे &quot;आप [IDENT_P] मुझे बीमार करते हैं&quot; जैसी कोई टिप्पणी दिखाई देती है, तो मैं इसकी रिपोर्ट करूंगा।",N/A,"""tum [male_IDENT_P_SUB] mujhe bimar karte ho"" jaisa comment mujhe dikha to mai uski report karunga.","""tum [female_IDENT_P_SUB] mujhe bimar karti ho"" jaisa comment mujhe dikha to mai uski report karunga."
counter_quote_nh,535,21,disgusting,"How can you say ""[IDENT_P] are disgusting"" and not realise that's hateful?",non-hateful,आप कैसे कह सकते हैं &quot;[IDENT_P] घृणित हैं&quot; और यह नहीं जानते कि यह घृणित है?,N/A,"tum kaise bol sakte ho ki ""[male_IDENT_P_SUB] ghinone hai"" ye jane bina ki ye kehna ghrina se bhara hai.","tum kaise bol sakte ho ki ""[female_IDENT_P_SUB] ghinoni hai"" ye jane bina ki ye kehna ghrina se bhara hai."
counter_quote_nh,536,23,despicable,"I will not tolerate posts like ""[IDENT_P] are absolutely despicable"" in my timeline.",non-hateful,मैं अपनी टाइमलाइन में &quot;[IDENT_P] बिल्कुल नीच हैं&quot; जैसी पोस्ट बर्दाश्त नहीं करूंगा.,"mai apni timeline mai ""[IDENT_P_SUB] bilkul neech hai"" jaise post bilkul sehen nahi karunga.",,
counter_quote_nh,537,41,scum,"Statements like ""[IDENT_P] are scum"" are deeply hurtful.",non-hateful,&quot;[IDENT_P] are scum&quot; जैसे कथन बहुत ही आहत करने वाले हैं।,"""[IDENT_P_SUB] dhool hai"" jaise vyakya bahut aahat karne wale hai.",,
counter_quote_nh,538,49,lesser being,"You can't seriously believe that ""[IDENT_P] are lesser beings"".",non-hateful,आप गंभीरता से विश्वास नहीं कर सकते कि &quot;[IDENT_P] छोटे प्राणी हैं&quot;।,"tum aisa sach mai nahi soch sakte ki ""[IDENT_P_SUB] tuchh jeev hai"".",,
counter_quote_nh,539,52,worthless,"They must not get away with saying stuff like ""your [IDENT_A] lives are worthless"".",non-hateful,उन्हें &quot;आपका [IDENT_A] जीवन बेकार है&quot; जैसी बातें कहने से नहीं चूकना चाहिए।,"""tumhari [IDENT_A] zindagiya bekar hain"" jaisi baate keh ke log bacchne nahi chahiye.",,
counter_quote_nh,540,57,cancer,"""[IDENT_P] are a cancer"" is such a dehumanising thing to say.",non-hateful,&quot;[IDENT_P] are a cancer&quot; कहने के लिए एक ऐसी अमानवीय बात है।,"""[IDENT_P_SUB] kark rog hai"" kehna kitna amanviye hai.",,
counter_quote_nh,541,87,rape,"You deserve to be in prison for threats like ""I'll have to rape a [IDENT_S] today"".",non-hateful,&quot;मुझे आज एक [IDENT_S] का बलात्कार करना होगा&quot; जैसी धमकियों के लिए आपको जेल में रहना चाहिए.,"""mujhe aaj kisi [IDENT_S] ka balatkar karna hoga"" kehne ke liye tumhe jail honi chahiye.",,
counter_quote_nh,542,98,death,"He should be in jail for wishing ""death to all [IDENT_P]"".",non-hateful,उसे &quot;सभी [IDENT_P] की मृत्यु&quot; की कामना करने के लिए जेल में होना चाहिए।,N/A,"""saare [male_IDENT_P] ko mrutyu mile"" jaise baat sochne ke liye use jail mai hona chahiye.","""saari [female_IDENT_P] ko mrutyu mile"" jaise baat sochne ke liye use jail mai hona chahiye."
counter_quote_nh,543,99,slaughter,"You can write ""I'll slaughter any [IDENT_S] like you"", but I will take you to court for that.",non-hateful,"आप लिख सकते हैं &quot;मैं तुम्हारे जैसे किसी भी [IDENT_S] का वध करूंगा&quot;, लेकिन मैं इसके लिए आपको अदालत ले जाऊंगा।",N/A,"tum ""mai tere jaise kisi bhi [male_IDENT_S] ka vadh kar dunga"" keh sakte ho, par mai tumhe nyayalaya le jaunga.","tum ""mai tere jaisi kisi bhi [female_IDENT_S] ka vadh kar dunga"" keh sakte ho, par mai tumhe nyayalaya le jaunga."
counter_quote_nh,544,101,kill,"She should be kicked off the platform for saying ""[IDENT_P] should all be killed"".",non-hateful,उसे &quot;[IDENT_P] सभी को मार देना चाहिए&quot; कहने के लिए मंच से हटा दिया जाना चाहिए।,N/A,"""saare [male_IDENT_P] ko maar dena chiahye"" kenhe ke liye use platform se hatad dena chahiye.","""saari [female_IDENT_P] ko maar dena chiahye"" kenhe ke liye use platform se hatad dena chahiye."
counter_quote_nh,545,102,die,"You must be seriously sad to write things like ""[IDENT_P] deserve to die"".",non-hateful,&quot;[IDENT_P] मरने के लायक है&quot; जैसी चीज़ें लिखकर आपको गंभीर रूप से दुखी होना चाहिए।,"tum bahut hi dukhi hoge jo aisi baatein likhte ho ki ""[IDENT_P_SUB] marne layak hain"".",,
counter_quote_nh,546,130,[SLUR_S],"I have no respect for people who write things like ""too many [SLR_P] in this country"".",non-hateful,मेरे मन में उन लोगों के लिए कोई सम्मान नहीं है जो &quot;इस देश में बहुत अधिक [SLR_P]&quot; जैसी बातें लिखते हैं।,"mujhe aise logo ke liye koi samman nahi hai jo kehte hai ki ""is desh mai bahut [SLR_S] hain"".",,
counter_quote_nh,547,122,[SLUR_S],"People who send me messages like ""You are just a [SLR_S] to me"" will get blocked.",non-hateful,"जो लोग मुझे &quot;आप मेरे लिए सिर्फ एक [SLR_S] हैं&quot; जैसे संदेश भेजते हैं, उन्हें ब्लॉक कर दिया जाएगा।","jo log mujhe ""tu bas ek [SLR_S] hai mere liye"" jaise sandesh bhejega, mai usko block kar dunga.",,
counter_quote_nh,548,127,[SLUR_S],"He said this was ""typical [SLR_S] behaviour"", which shows how bigoted he is.",non-hateful,"उन्होंने कहा कि यह &quot;विशिष्ट [SLR_S] व्यवहार&quot; था, जो दर्शाता है कि वह कितने कट्टर हैं।","usne kaha ""vishisht [SLR_S] vyavahar"" jisse pata chalta hai ki wo kitna bada chutiye hai.",,
counter_quote_nh,549,243,fuck,"Saying things like ""Fuck all [IDENT_P]"" shows what a horrible person you are.",non-hateful,&quot;सब भाड़ में जाओ [IDENT_P]&quot; जैसी बातें कहना दर्शाता है कि आप कितने भयानक व्यक्ति हैं।,"""sab [IDENT_P] ko chod do"" jaisi baatein bolna darshata hai ki tum kitne bhayanak vyakti ho.",,
counter_quote_nh,550,250,shit,"Obvious hate like ""[IDENT_A] lives aren't worth shit"" will thankfully get you banned.",non-hateful,"&quot;[IDENT_A] जीवन बेकार नहीं है&quot; जैसी स्पष्ट घृणा, शुक्र है कि आपको प्रतिबंधित कर दिया जाएगा।","shukhar hai ki ""sabhi [IDENT_A] zindagiya tatti saman bhi hai"" jaise spasht nafrat failana ke lye tumhe pratibandh kar diya jayega.",,
counter_quote_nh,551,258,scumbag,"Writing that ""all [IDENT_P] are such massive scumbags"" does not reflect well on you.",non-hateful,यह लिखना कि &quot;सभी [IDENT_P] इतने बड़े बदमाश हैं&quot; आप पर अच्छा नहीं लगता।,N/A,"""saare [male_IDENT_P_SUB] bade ghatiya log hai"" likhna tumhe shobha nahi deta.","""saari [female_IDENT_P_SUB] badi ghatiya log hai"" likhna tumhe shobha nahi deta."
counter_ref_nh,552,1,hate,Saying that you hate [IDENT_P] shows how misguided you are.,non-hateful,"यह कहना कि आप [IDENT_P] से घृणा करते हैं, यह दर्शाता है कि आप कितने पथभ्रष्ट हैं।",kehna ki tumhe [IDENT_P] se nafrat hai darshata hai kit tum kitne gumrah ho.,,
counter_ref_nh,553,8,hatred,We have to call out the open hatred for [IDENT_P] in our society.,non-hateful,हमें अपने समाज में [IDENT_P] के लिए खुली नफरत को दूर करना होगा।,hume [IDENT_P] ke khilaf samaj main khuli nafrat ko dur karna hoga.,,
counter_ref_nh,554,10,contempt,Your obvious contempt for [IDENT_P] has to stop right now.,non-hateful,[IDENT_P] के लिए आपकी स्पष्ट अवमानना अभी रुकनी चाहिए।,[IDENT_P] ke liye tumhari spasht avmanana ab rukni chahiye.,,
counter_ref_nh,555,21,disgusting,You have to stop calling [IDENT_P] disgusting.,non-hateful,आपको [IDENT_P] को घिनौना कहना बंद करना होगा.,tumhe [IDENT_P] ko ghinona bolna band karna hoga.,,
counter_ref_nh,556,29,pathetic,I lost all respect for you when you said [IDENT_P] like me were pathetic.,non-hateful,"जब आपने कहा कि [IDENT_P] मेरे जैसे दयनीय थे, तो मैंने आपके लिए सभी सम्मान खो दिए।",N/A,jab tune kaha ki mere jaise [male_IDENT_P_SUB] deyniye hai tab tune mere mann main sara samman kho diya,jab tune kaha ki mere jaisi [female_IDENT_P_SUB] deyniye hai tab tune mere mann main sara samman kho diya
counter_ref_nh,557,36,stupid,You can't seriously believe that all [IDENT_P] are stupid.,non-hateful,आप गंभीरता से विश्वास नहीं कर सकते कि सभी [IDENT_P] मूर्ख हैं।,N/A,tum sach mai aisa vishwas nahi kar sakte ki saare [male_IDENT_P_SUB] murkh hain.,tum sach mai aisa vishwas nahi kar sakte ki saari [female_IDENT_P_SUB] murkh hain.
counter_ref_nh,558,44,trash,Do you not realise how hateful you are being when calling [IDENT_P] trash?,non-hateful,क्या आपको नहीं पता कि [IDENT_P] ट्रैश को कॉल करते समय आप कितने घृणास्पद हो रहे हैं?,kya tumhe samajh nahi aata ki [IDENT_P] ko kachra bulane mai tum kitne ghrinaspad ho rahe ho.,,
counter_ref_nh,559,47,cockroach,Calling [IDENT_P] cockroaches is such a horrible thing to do.,non-hateful,[IDENT_P] कॉकरोच को कॉल करना बहुत ही भयानक काम है।,N/A,[male_IDENT_P] ko tilchatta bulana kitna bhayanak kaam hai.,[female_IDENT_P] ko tilchatti bulana kitna bhayanak kaam hai.
counter_ref_nh,560,52,worthless,It hurts to see all these people saying [IDENT_A] lives are worthless.,non-hateful,इन सभी लोगों को [IDENT_A] जीवन बेकार कहते हुए देखकर दुख होता है।,bada dukh hota hai jab log kehte hai ki [IDENT_A] zindagiyan bekar hain.,,
counter_ref_nh,561,81,kill,Threatening to kill all [IDENT_P] will get you thrown in jail.,non-hateful,सभी [IDENT_P] को जान से मारने की धमकी देने पर आपको जेल में डाल दिया जाएगा.,sabhi [IDENT_P] ko jaan se maar dene ki dhamki dene ke liye tumko jail mai daal diya jayega.,,
counter_ref_nh,562,87,rape,There have to be consequences for saying you would rape a [IDENT_S].,non-hateful,यह कहने के परिणाम होंगे कि आप [IDENT_S] का बलात्कार करेंगे।,[IDENT_S] ka balatkar kar dunga kehne ka nateeja achha nahi hoga.,,
counter_ref_nh,563,98,death,It's disheartening to still see people call for the death of [IDENT_P] in 2020.,non-hateful,अभी भी लोगों को 2020 में [IDENT_P] की मृत्यु के लिए पुकारते हुए देखना निराशाजनक है।,2020 main bhi logo ko [IDENT_P] ki mrutyu ke liye pukarte huye bura lagta hai.,,
counter_ref_nh,564,102,die,I won't talk to you if you keep insisting that [IDENT_P] deserve to die.,non-hateful,"अगर आप इस बात पर जोर देते रहेंगे कि [IDENT_P] मरने के लायक है, तो मैं आपसे बात नहीं करूंगा।",mai tumse baat nahi karunga agar tum is baat pe jor dete rahoge ki [IDENT_P_SUB] marne layak hain. ,,
