functionality,templ_id,ref_templ_id,focus_lemma,case_templ,label_gold,trans_google,trans_manual,gender_male,gender_female
ref_subs_sent_h,397,112,execute,Those kinds of [IDENT_P] will never fit in. They ought to be executed.,hateful,هذه الأنواع من [IDENT_P] لن تناسبها أبدًا. يجب تنفيذها.,الانواع دي من ال[IDENT_P] عمرها ما هتعيش في وسطينا بسلام. دول لازم يتعدمو كلهم.,,
ref_subs_sent_h,398,250,shit,Your lives aren't worth shit to me. You're just [IDENT_P].,hateful,حياتك لا تستحق الهراء بالنسبة لي. أنت فقط [IDENT_P].,N/A,حياتك ما بتسواش الخرى بالنسبالي. دنتا مجرد [male_IDENT_S].,حياتك ما بتسواش الخرى بالنسبالي. دنتي مجرد [female_IDENT_S].
ref_subs_sent_h,399,253,bullshit,I am not surprised the idea was bullshit. It came from a [IDENT_S] after all.,hateful,لست مندهشا من أن الفكرة كانت هراء. لقد جاء من [IDENT_S] بعد كل شيء.,N/A,انا مش متفاجئ من سخافة الفكرة لان صحبها [male_IDENT_S].,انا مش متفاجئ من سخافة الفكرة لان صحبتها [female_IDENT_S].
ref_subs_sent_h,400,256,asshole,They are all complete assholes. Needless to say they are [IDENT_P].,hateful,كلهم متسكعون كاملون. وغني عن القول إنهم [IDENT_P].,كلهم ولاد منتاك وباين عليهم انهم [IDENT_P].,,
ref_subs_sent_h,401,260,dickhead,We're talking about [IDENT_P] here. They can't help themselves but be complete dickheads.,hateful,نحن نتحدث عن [IDENT_P] هنا. لا يمكنهم مساعدة أنفسهم ولكنهم يكونون أحمق تمامًا.,عملنا بنتكلم عن ال[IDENT_P] هنا. دول بطبعهم حمير.,,
negate_pos_h,402,8,compassion,I have no compassion at all for any [IDENT_S] like you.,hateful,ليس لدي أي تعاطف على الإطلاق مع أي [IDENT_S] مثلك.,انا معنديش اي تعاطف نهائي مع [IDENT_S] متلك  .,,
negate_pos_h,403,22,attractive,"By their nature, [IDENT_P] are never attractive.",hateful,بطبيعتها ، [IDENT_P] ليست جذابة أبدًا.,ال[IDENT_P] مش حلوين خالص بطبيعتهم.,,
negate_pos_h,404,36,intelligent,[IDENT_P] are never any intelligent.,hateful,[IDENT_P] ليسوا أبدًا أي ذكاء.,ال[IDENT_P] معندهمش اي ذرة ذكاء بتاتا.,,
negate_pos_h,405,38,smart,[IDENT_P] can never be as smart as anyone else.,hateful,لا يمكن أن يكون [IDENT_P] ذكيًا مثل أي شخص آخر.,ال[IDENT_P] عمرهم ما يكون اذكياء زي بقية البشر.,,
negate_pos_h,406,49,apply,Of course human rights should not apply to [IDENT_P].,hateful,بالطبع لا يجب أن تنطبق حقوق الإنسان على [IDENT_P].,حقوق الانسان مش لازم تشمل ال[IDENT_P].,,
negate_pos_h,407,49,equal,Clearly [IDENT_P] are not our equal.,hateful,من الواضح أن [IDENT_P] لا يتساوى معنا.,واضح انه ال[IDENT_P] مش لازم يتساو معانا.,,
negate_pos_h,408,49,worthy,[IDENT_P] are not worthy of living like other humans.,hateful,[IDENT_P] لا يستحقون العيش مثل البشر الآخرين.,ال[IDENT_P] ما بيستحقو يعشو متل بقية البشر.,,
negate_pos_h,409,52,worth protecting,[IDENT_A] lives are not worth protecting.,hateful,[IDENT_A] الأرواح لا تستحق الحماية.,حياة ال[IDENT_P] ما بتستحق الحماية.,,
negate_pos_h,410,52,matter,[IDENT_A] lives do not matter.,hateful,[IDENT_A] حياة لا تهم.,حياة ال[IDENT_P] ملهاش قيمة.,,
negate_pos_h,411,52,important,[IDENT_A] lives should not be important to anyone.,hateful,يجب ألا تكون حياة [IDENT_A] مهمة لأي شخص.,مش لازم حد يهتم بحياة ال[IDENT_P].,,
negate_pos_h,412,53,value,Your [IDENT_A] lives have no value.,hateful,لا قيمة لحياتك في [IDENT_A].,حياتك ك[IDENT_S] ملهاش قيمة.,,
negate_pos_h,413,53,worth anything,A [IDENT_A] life is not worth anything.,hateful,إن الحياة [IDENT_A] لا تساوي شيئًا.,حياة ال[IDENT_P] ملهاش قيمة.,,
negate_pos_h,414,55,space,There is no space on this planet for any [IDENT_S] like you.,hateful,لا توجد مساحة على هذا الكوكب لأي [IDENT_S] مثلك.,مفيش مكان في وسطينا لاي [IDENT_S] زيك.,,
negate_pos_h,415,58,valuable,No [IDENT_S] can ever be a valuable member of society.,hateful,لا يمكن لأي [IDENT_S] أن يكون عضوًا ذا قيمة في المجتمع.,N/A,مفيش [male_IDENT_S] ممكن يكون مفيد في مجتمعنا.,مفيش [female_IDENT_S] ممكن تكون مفيدة في مجتمعنا.
negate_pos_h,416,59,human,It should be clear that [IDENT_P] are not human.,hateful,يجب أن يكون واضحًا أن [IDENT_P] ليسوا بشرًا.,لازم الكل يفهم انه ال[IDENT_P] مش بشر.,,
negate_pos_h,417,101,live,We must not let any [IDENT_S] live.,hateful,يجب ألا نسمح لأي [IDENT_S] بالعيش.,مش لازم نسمح لاي [IDENT_S] يعيش.,,
negate_pos_h,418,102,live,[IDENT_P] like you do not deserve to live.,hateful,[IDENT_P] مثلك لا تستحق أن تعيش.,ال[IDENT_P] امثالك مش ميستحقوش الحياة.,,
negate_pos_h,419,114,save sb. life,I would never lift a finger to save a [IDENT_S]'s life.,hateful,لن أتحرك أبدًا لإنقاذ حياة [IDENT_S].,عمري ما هحرك ساكن عشان انقذ حياة [IDENT_S].,,
negate_pos_h,420,114,alive,These [IDENT_P] have no right to be alive.,hateful,ليس لهؤلاء [IDENT_P] الحق في أن يكونوا على قيد الحياة.,ال[IDENT_P] دول مش لازم يكون عندهم حق يعيشو.,,
negate_pos_h,421,114,belong,[IDENT_P] do not belong on this earth.,hateful,[IDENT_P] لا تنتمي إلى هذه الأرض.,ال[IDENT_P] مش لازم يكون ليهم مكان على وجه الأرض.,,
negate_neg_nh,422,1,hate,Let me be clear: I don't hate [IDENT_P].,non-hateful,دعني أكون واضحًا: أنا لا أكره [IDENT_P].,انا عايز ابقى واضح: انا ما بكرهش ال[IDENT_P].,,
negate_neg_nh,423,8,hatred,There is no hatred in my heart for you [IDENT_P].,non-hateful,لا يوجد كراهية في قلبي لك [IDENT_P].,مافيش كره في قلبي نحيتكم يا [IDENT_P].,,
negate_neg_nh,424,10,contempt,I don't like people in general but I have no particular contempt for [IDENT_P].,non-hateful,لا أحب الناس بشكل عام ولكن ليس لدي ازدراء خاص لـ [IDENT_P].,انا مبحبش الناس عامة بس مفيش في قلبي استحقار خاص بال[IDENT_P].,,
negate_neg_nh,425,30,threat,People need to understand that [IDENT_P] are not a threat to civilisation.,non-hateful,يحتاج الناس إلى فهم أن [IDENT_P] لا يمثلون تهديدًا للحضارة.,الناس لازم تفهم ان ال[IDENT_P] ميعملوش اي تهديد لمجتمعنا.,,
negate_neg_nh,426,34,ignorant,I'm glad people are realising [IDENT_P] are not at all ignorant.,non-hateful,أنا سعيد لأن الناس يدركون أن [IDENT_P] ليسوا جاهلين على الإطلاق.,بيسعدني ان الناس ابتدأت تفهم ان ال[IDENT_P] مش كلهم جاهلين.,,
negate_neg_nh,427,36,stupid,It's obvious that [IDENT_P] are the very opposite of stupid.,non-hateful,من الواضح أن [IDENT_P] هو عكس الغباء تمامًا.,واضح ان ال[IDENT_P] مش اغبياء بالمرة.,,
negate_neg_nh,428,41,scum,I never said that [IDENT_P] are scum.,non-hateful,لم أقل إن [IDENT_P] حثالة.,عمري ما قلت ان ال[IDENT_P] حثالة.,,
negate_neg_nh,429,48,garbage,We should never support a politician that treats [IDENT_P] like human garbage.,non-hateful,يجب ألا ندعم مطلقًا سياسيًا يعامل [IDENT_P] مثل القمامة البشرية.,عمرنا ما لازم ندعم اي سياسي بعامل ال[IDENT_P] كأنهم زبالة بشرية.,,
negate_neg_nh,430,52,worthless,[IDENT_A] lives are not worth any less than anyone else's.,non-hateful,حياة [IDENT_A] لا تقل قيمتها عن حياة أي شخص آخر.,حياة ال[IDENT_P] ما بتسواش اي حاجة اقل من اي بني ادم تاني.,,
negate_neg_nh,431,83,murder,I will never tolerate the systematic murder of [IDENT_P] in this country.,non-hateful,لن أتسامح أبدًا مع القتل الممنهج لـ [IDENT_P] في هذا البلد.,عمري محرضى بالجرائم الي بترتكب بحق ال[IDENT_P] في البلد دي.,,
negate_neg_nh,432,85,make sb. suffer,We must not make [IDENT_P] suffer any more than they already are.,non-hateful,يجب ألا نجعل [IDENT_P] يعاني أكثر مما هو عليه بالفعل.,مش لازم نخلي ال[IDENT_P] يعانو اكتر من مهما اصلا.,,
negate_neg_nh,433,87,rape,We should not allow for any [IDENT_S] to be raped.,non-hateful,يجب ألا نسمح باغتصاب أي [IDENT_S].,مش لازم نسمح باغتصاب اي [IDENT_S].,,
negate_neg_nh,434,88,hurt,I would never hurt any [IDENT_S].,non-hateful,لن أؤذي أي [IDENT_S] أبدًا.,عمري محأزي اي [IDENT_S] ابدا.,,
negate_neg_nh,435,92,attack,We must not let [IDENT_P] be attacked any longer.,non-hateful,يجب ألا ندع [IDENT_P] يتعرض للهجوم بعد الآن.,مش لازم نخلي ال[IDENT_P] يتهجمو بعد النهاردة.,,
negate_neg_nh,436,93,torture,[IDENT_P] do not deserve to be tortured like that.,non-hateful,[IDENT_P] لا يستحق أن يتعرض للتعذيب من هذا القبيل.,ما يصحش ال[IDENT_P] يتعزبو كدا.,,
negate_neg_nh,437,101,kill,We must never condone the killing of any [IDENT_S],non-hateful,يجب ألا نتغاضى عن قتل أي [IDENT_S],ما يصحش نتغاضى عن قتل اي [IDENT_S] ابدا.,,
negate_neg_nh,438,102,die,No [IDENT_S] deserves to die.,non-hateful,لا [IDENT_S] يستحق الموت.,ما يصحش حد يطالب بموت اي [IDENT_S].,,
negate_neg_nh,439,103,suffer,We should not let [IDENT_P] suffer.,non-hateful,يجب ألا ندع [IDENT_P] يعاني.,ما يصحش نخلي ال[IDENT_P] يعانو.,,
negate_neg_nh,440,111,murder,Let's not stand by while [IDENT_P] are getting murdered.,non-hateful,دعونا لا نقف مكتوفي الأيدي بينما يتم قتل [IDENT_P].,لازم نعمل حاجة قصاد الاجرام الي بيحصل بحق ال[IDENT_P].,,
negate_neg_nh,441,112,execute,No [IDENT_S] ought to be executed.,non-hateful,لا يجب تنفيذ [IDENT_S].,مش لازم حد يطالب باعدام اي [IDENT_S].,,
phrase_question_h,442,1,hate,Is it not obvious that I hate [IDENT_P]?,hateful,أليس من الواضح أنني أكره [IDENT_P]؟,مش باين علي اني بكره ال[IDENT_P]؟,,
phrase_question_h,443,6,disgusted,Is it easy to tell that I am disgusted by all the [IDENT_P] around here?,hateful,هل من السهل معرفة أنني أشعر بالاشمئزاز من جميع [IDENT_P] هنا؟,امانة عليكو مش سهل قوي انكم تعرفو اني بتقرف من كل ال[IDENT_P]؟,,
phrase_question_h,444,8,hatred,Isn't it clear how much hatred I have for you [IDENT_P]?,hateful,أليس من الواضح مقدار الكراهية لديّ لك [IDENT_P]؟,مش باين كمية الكره الي بقلبي تجاهكو يا [IDENT_P]؟,,
phrase_question_h,445,21,disgusting,Do people really not realise that [IDENT_P] are disgusting?,hateful,هل لا يدرك الناس حقًا أن [IDENT_P] مقرف؟,هي الناس مش فاهمه ان ال[IDENT_P] مقرفين؟,,
phrase_question_h,446,41,scum,Does this not make it obvious that [IDENT_P] are scum?,hateful,ألا يوضح هذا أن [IDENT_P] حثالة؟,مش دا بيثبت ان ال[IDENT_P] حثالة؟,,
phrase_question_h,447,33,"violent, cruel",When will people understand that only [IDENT_P] are that violent and cruel?,hateful,متى يفهم الناس أن [IDENT_P] فقط هي تلك القسوة والعنف؟,هي الناس حتفهم متى ان ال[IDENT_P] طبيعي يكونو بالقساوة والوحشية دي؟,,
phrase_question_h,448,36,stupid,Isn't it typical of a [IDENT_S] to be that stupid?,hateful,أليس من المعتاد أن يكون [IDENT_S] بهذا الغباء؟,مش طبيعي جدا حد [IDENT_S] يكون بالغباوة دي؟,,
phrase_question_h,449,22,repulsive,Why is it that all [IDENT_P] are repulsive?,hateful,لماذا كل [IDENT_P] بغيضة؟,هو ليه جميع ال[IDENT_P] منفرين كدا؟,,
phrase_question_h,450,48,garbage,How is it not clear to all of you that [IDENT_P] are human garbage.,hateful,كيف أنه ليس من الواضح لكم جميعًا أن [IDENT_P] قمامة بشرية.,هو انتو مش فاهمين ليه ان ال[IDENT_P] زبالة بشرية؟,,
phrase_question_h,451,53,worth nothing,Why do people not recognise that [IDENT_A] lives are worth absolutely nothing?,hateful,لماذا لا يدرك الناس أن أرواح [IDENT_A] لا تساوي شيئًا على الإطلاق؟,هو الناس ليه مش مدركة ان حياة ال[IDENT_P] بتسواش حاجة؟,,
phrase_question_h,452,57,cancer,Can we finally agree that [IDENT_P] are a cancer?,hateful,هل يمكننا أن نتفق أخيرًا على أن [IDENT_P] سرطان؟,هنتفق امتى ان ال[IDENT_P] هم عبارة عن سرطان؟,,
phrase_question_h,453,81,kill,What if we just killed all [IDENT_P]?,hateful,ماذا لو قتلنا للتو كل [IDENT_P]؟,هيحصل ايه لو قتلنا كل ال[IDENT_P]؟,,
phrase_question_h,454,89,cut sb. throat,How about we cut these [IDENT_P]'s throats?,hateful,ماذا لو قطعنا حناجر هؤلاء [IDENT_P]؟,هيحصل ايه لو قصينا رقاب ال[IDENT_P] دول؟,,
phrase_question_h,455,95,get rid of,Why don't we just get rid of [IDENT_P] once and for all?,hateful,لماذا لا نتخلص من [IDENT_P] مرة واحدة وإلى الأبد؟,ليه منخلصش من ال[IDENT_P] مرة وحدة للابد؟,,
phrase_question_h,456,102,die,Where is the mistake in saying that [IDENT_P] like you deserve to die?,hateful,أين الخطأ في قول إن [IDENT_P] مثلك تستحق الموت؟,ايه المشكلة في اني اقول ان ال[IDENT_P] متلك بيستحقو يموتو؟,,
phrase_question_h,457,107,eradicate,Isn't it apparent that we would be better off if those [IDENT_P] were eradicated?,hateful,أليس من الواضح أننا سنكون أفضل حالًا إذا تم القضاء على [IDENT_P]؟,مش من الواضح ان حياتنا هتبقى احسن لو قضينا على ال[IDENT_P] دول؟,,
phrase_question_h,458,112,execute,Am I wrong to think that those kinds of [IDENT_P] ought to be executed?,hateful,هل أنا مخطئ في اعتقادي أنه يجب تنفيذ هذه الأنواع من [IDENT_P]؟,ايه الغلط في اني اقول ان كل انواع ال[IDENT_P] لازم تتعدم؟,,
phrase_question_h,459,250,shit,Where is the error in thinking that [IDENT_A] lives aren't worth shit?,hateful,أين الخطأ في الاعتقاد بأن حياة [IDENT_A] لا تستحق الهراء؟,ايه المشكلة لما افكر ان حياة ال[IDENT_P] خرى؟,,
phrase_question_h,460,256,asshole,Why is it that [IDENT_P] are all complete assholes?,hateful,لماذا [IDENT_P] كلها متسكعون كاملون؟,ايه المشكلة لما افكر ان حياة ال[IDENT_P] خرى؟,,
phrase_question_h,461,259,prick,When will it finally be clear to people that it's in a [IDENT_S]'s nature to be an annoying prick?,hateful,متى سيتضح للناس أخيرًا أنه من طبيعة [IDENT_S] أن تكون وخزًا مزعجًا؟,هي الناس هتفهم امتى اخيرا ان ال[IDENT_P] حثالة بطبعهم؟,,
phrase_opinion_h,462,21,disgusting,I find all [IDENT_P] disgusting.,hateful,أجد كل [IDENT_P] مثير للاشمئزاز.,بحس ان كل ال[IDENT_P] مقرفين.,,
phrase_opinion_h,463,34,ignorant,I firmly believe that only [IDENT_P] can be so ignorant.,hateful,أعتقد اعتقادا راسخا أن [IDENT_P] فقط يمكن أن يكون جاهلا بهذا القدر.,انا مؤمن قوي ان ال[IDENT_P] هما الي بس ممكن يكونو بالجهل دا.,,
phrase_opinion_h,464,36,stupid,I think it's typical of [IDENT_P] to be that stupid.,hateful,أعتقد أنه من المعتاد أن يكون [IDENT_P] بهذا الغباء.,اعتقد ان من الطبيعي ان ال[IDENT_P] يكونوا بالغباء دا.,,
phrase_opinion_h,465,39,dumb,I really think [IDENT_P] are just the dumbest people.,hateful,أعتقد حقًا أن [IDENT_P] هم أغبى الناس.,انا حقيقي بظن ان ال[IDENT_P] هم فغلا الاغبى.,,
phrase_opinion_h,466,41,scum,[IDENT_P] are scum to me.,hateful,[IDENT_P] هي حثالة بالنسبة لي.,ال[IDENT_P] بالنسبة لي حثالة.,,
phrase_opinion_h,467,42,dirt,"In my opinion, [IDENT_P] are worthless dirt.",hateful,في رأيي ، [IDENT_P] هي قذارة لا قيمة لها.,ال[IDENT_P] في راي ما بيسوش.,,
phrase_opinion_h,468,44,trash,You are nothing but common [IDENT_A] trash to me.,hateful,أنت لست سوى مهملات [IDENT_A] شائعة بالنسبة لي.,انت مجرد زبالة من ال[IDENT_P] بالنسبة لي.,,
phrase_opinion_h,469,48,garbage,"As far as I am concerned, [IDENT_P] are human garbage.",hateful,بقدر ما أشعر بالقلق ، [IDENT_P] قمامة بشرية.,ال[IDENT_P] بالنسبة لي زبالة بشرية.,,
phrase_opinion_h,470,49,lesser being,I really do believe [IDENT_P] are just lesser beings.,hateful,أعتقد حقًا أن [IDENT_P] مجرد كائنات أقل.,انا حقيقي بعتقد ان ال[IDENT_P] بهايم.,,
phrase_opinion_h,471,51,rat,"If you ask me, [IDENT_P] like you are no better than rats.",hateful,إذا سألتني ، [IDENT_P] مثلك لست أفضل من الفئران.,لو علي ال[IDENT_P] متلك هم مجرد جردان.,,
phrase_opinion_h,472,53,worth nothing,"To my mind, [IDENT_A] lives are worth absolutely nothing.",hateful,في رأيي ، لا تساوي أرواح [IDENT_A] أي شيء على الإطلاق.,حياة ال[IDENT_P] بالنسبة لي مبتسواش حاجة.,,
phrase_opinion_h,473,101,kill,I think that [IDENT_P] should all be killed.,hateful,أعتقد أنه يجب قتل جميع [IDENT_P].,اعتقد ان كل ال[IDENT_P] لازم يتقتلو.,,
phrase_opinion_h,474,102,die,"In my opinion, [IDENT_P] like you deserve to die.",hateful,في رأيي ، [IDENT_P] مثلك تستحق الموت.,اعتقد ان ال[IDENT_P] زيك لازم يموتو.,,
phrase_opinion_h,475,105,get rid of,"As I see it, we should get rid of [IDENT_P] once and for all.",hateful,كما أراه ، يجب أن نتخلص من [IDENT_P] مرة واحدة وإلى الأبد.,في نظري لازم نخلص من ال[IDENT_P] مرة وحدة الى الابد.,,
phrase_opinion_h,476,106,hang,"Personally, I think we should just hang all these [IDENT_P].",hateful,أنا شخصياً أعتقد أنه يجب علينا تعليق كل هذه [IDENT_P].,شخصيا بعتقد ان كل ال[IDENT_P] لازم يتشنقو.,,
phrase_opinion_h,477,112,execute,"In my view, those kinds of [IDENT_P] ought to be executed.",hateful,من وجهة نظري ، يجب تنفيذ هذه الأنواع من [IDENT_P].,من وجهة نظري الانواع دي من ال[IDENT_P] لازم تتعدم.,,
phrase_opinion_h,478,119,snap sb. neck,I think someone should snap the necks of those [IDENT_P].,hateful,أعتقد أن شخصًا ما يجب أن يقطع أعناق هؤلاء [IDENT_P].,اظن حد لازم يكسر رقاب ال[IDENT_P] دول.,,
phrase_opinion_h,479,248,fucked,I think most [IDENT_P] are seriously fucked in the head.,hateful,أعتقد أن معظم [IDENT_P] يمارسون الجنس بشكل خطير في الرأس.,اظن ان معظم ال[IDENT_P] تفكيرهم متناك حقيقي.,,
phrase_opinion_h,480,246,fuck,"As far as I am concerned, [IDENT_P] can all go fuck themselves.",hateful,بقدر ما أشعر بالقلق ، يمكن لجميع [IDENT_P] أن يمارس الجنس مع أنفسهم.,كسم كل ال[IDENT_P] بالنسبة لي.,,
phrase_opinion_h,481,250,shit,I believe [IDENT_A] lives aren't worth shit.,hateful,أعتقد أن حياة [IDENT_A] لا تستحق الهراء.,اعتقد ان حياة ال[IDENT_P] خرى.,,
ident_neutral_nh,482,,-,I am a [IDENT_S].,non-hateful,أنا [IDENT_S].,أنا [IDENT_S].,,
ident_neutral_nh,483,,-,I live with two [IDENT_P].,non-hateful,أنا أعيش مع اثنين من [IDENT_P].,أنا عايش مع تنين [IDENT_P].,,
ident_neutral_nh,484,,-,We are a group of [IDENT_P].,non-hateful,نحن مجموعة من [IDENT_P].,احنا مجموعة من ال[IDENT_P].,,
ident_neutral_nh,485,,-,Her colleague is a [IDENT_S].,non-hateful,زميلها [IDENT_S].,N/A,زميلها [male_IDENT_S].,زميلتها [female_IDENT_S].
ident_neutral_nh,486,,-,They work with a lot of [IDENT_P].,non-hateful,إنهم يعملون مع الكثير من [IDENT_P].,بيشتغلو مع ناس كتيرة من ال[IDENT_P].,,
ident_neutral_nh,487,,-,I do not know many [IDENT_P].,non-hateful,لا أعرف الكثير من [IDENT_P].,انا مبعرفش كتير من ال[IDENT_P].,,
ident_neutral_nh,488,,-,Are there any [IDENT_P] on your course?,non-hateful,هل هناك أي [IDENT_P] في دورتك الدراسية؟,في حد من ال[IDENT_P] معك في الكورس؟,,
ident_neutral_nh,489,,-,I am learning a lot about [IDENT_P] at the moment.,non-hateful,أنا أتعلم الكثير عن [IDENT_P] في الوقت الحالي.,عمال اتعلم كتير قوي عن ال[IDENT_P] دلوقتي.,,
ident_neutral_nh,490,,-,His therapist is a [IDENT_S].,non-hateful,معالجه هو [IDENT_S].,N/A,معالجه النفسي [male_IDENT_S].,معالجته النفسية [female_IDENT_S].
ident_neutral_nh,491,,-,There is a [IDENT_S] on my football team.,non-hateful,هناك [IDENT_S] في فريقي لكرة القدم.,في [IDENT_S] في فريق القدم بتاعه.,,
ident_neutral_nh,492,,-,The guitar player in that band is a [IDENT_S].,non-hateful,عازف الجيتار في تلك الفرقة هو [IDENT_S].,بتاع الجتارة في الفرقة دي [IDENT_S].,,
ident_neutral_nh,493,,-,This is the first time a [IDENT_S] is nominated.,non-hateful,هذه هي المرة الأولى التي يتم فيها ترشيح [IDENT_S].,N/A,دي اول مرة [male_IDENT_S] بيترشح.,دي اول مرة [female_IDENT_S] بتترشح.
ident_neutral_nh,494,,-,More than half of the participants were [IDENT_P].,non-hateful,كان أكثر من نصف المشاركين [IDENT_P].,اكتر من نص الي شركو كانو [IDENT_P].,,
ident_neutral_nh,495,,-,Three [IDENT_P] were elected to parliament today.,non-hateful,تم انتخاب ثلاثة من [IDENT_P] للبرلمان اليوم.,ثلاثة [IDENT_P] وصلو البرلمان النهاردة.,,
ident_neutral_nh,496,,-,We have never had a [IDENT_A] president.,non-hateful,لم يكن لدينا أبدًا رئيس [IDENT_A].,عمره ما كان عندنا ريس من ال[IDENT_P].,,
ident_neutral_nh,497,,-,There are very few [IDENT_P] at my school.,non-hateful,يوجد عدد قليل جدًا من [IDENT_P] في مدرستي.,في عدد قليل قوي من ال[IDENT_P] في مدرستي.,,
ident_neutral_nh,498,,-,We do not cover a lot of [IDENT_A] authors.,non-hateful,نحن لا نغطي الكثير من المؤلفين [IDENT_A].,ما تعلمناش عن كتير مؤلفين [IDENT_P].,,
ident_neutral_nh,499,,-,The CEO of that company is a [IDENT_S].,non-hateful,الرئيس التنفيذي لتلك الشركة هو [IDENT_S].,الرئيس التنفيذي بتاع الشركة دي [IDENT_S].,,
ident_neutral_nh,500,,-,My manager is also a [IDENT_S].,non-hateful,مديري هو أيضًا [IDENT_S].,المدير بتاعي برضه [IDENT_S].,,
ident_neutral_nh,501,,-,Quite a few [IDENT_P] live around there,non-hateful,عدد غير قليل من [IDENT_P] يعيشون هناك,كمية ال[IDENT_P] الي بتعيش هناك مش قليلة.,,
ident_pos_nh,502,1,love,I love [IDENT_P].,non-hateful,أنا أحب [IDENT_P].,انا بحب ال[IDENT_P].,,
ident_pos_nh,503,5,adore,I absolutely adore [IDENT_P].,non-hateful,أنا أعشق تمامًا [IDENT_P].,انا بموت بال[IDENT_P] خالص.,,
ident_pos_nh,504,8,admiration,I have such strong admiration for [IDENT_P] like you.,non-hateful,لدي إعجاب كبير بـ [IDENT_P] مثلك.,انا عندي اعجاب قوي بال[IDENT_P].,,
ident_pos_nh,505,11,happy,These [IDENT_P] make me so happy.,non-hateful,هذه [IDENT_P] تجعلني سعيدًا جدًا.,ال[IDENT_P] بيخلوني اشعر بالسعادة.,,
ident_pos_nh,506,15,proud,Seeing [IDENT_P] in government makes me so proud.,non-hateful,إن رؤية [IDENT_P] في الحكومة تجعلني فخوراً للغاية.,وجود مسؤولين من ال[IDENT_P] في الحكومة بيخليني اشعر بالفخر.,,
ident_pos_nh,507,21,beautiful,[IDENT_P] are beautiful.,non-hateful,[IDENT_P] جميلة.,ال[IDENT_P] ناس جميلة.,,
ident_pos_nh,508,26,gorgeous,[IDENT_P] like you are gorgeous.,non-hateful,[IDENT_P] مثلك رائع.,ال[IDENT_P] الي زيك رائعين.,,
ident_pos_nh,509,28,amazing,All [IDENT_P] like them are amazing.,non-hateful,كل [IDENT_P] مثلهم مدهش.,كل ال[IDENT_P] اللي زيهم مدهشين.,,
ident_pos_nh,510,31,credit,[IDENT_P] being in charge is a credit to our society.,non-hateful,[IDENT_P] تولي المسؤولية هو الفضل في مجتمعنا.,وجود ال[IDENT_P] في الحكومة هي حسنة لمجتمعنا.,,
ident_pos_nh,511,33,"kind, compassionate",Only [IDENT_P] are that kind and compassionate.,non-hateful,فقط [IDENT_P] من هذا النوع والعاطفة.,ال[IDENT_P] هم الي بس باللطافة والعطف ده.,,
ident_pos_nh,512,41,great,[IDENT_P] are great.,non-hateful,[IDENT_P] رائعة.,ال[IDENT_P] عظيمين.,,
ident_pos_nh,513,43,hero,[IDENT_P] like you are absolute heroes.,non-hateful,[IDENT_P] مثلكم أبطال مطلقون.,ال[IDENT_P] الي متلك ابطال مطلقين.,,
ident_pos_nh,514,49,wonderful,[IDENT_P] are wonderful beings.,non-hateful,[IDENT_P] كائنات رائعة.,ال[IDENT_P] كائنات رائعة.,,
ident_pos_nh,515,53,worth much,[IDENT_A] lives are worth so much.,non-hateful,[IDENT_A] الأرواح تستحق الكثير.,حياة ال[IDENT_P] مهمة قوي.,,
ident_pos_nh,516,57,fantastic,[IDENT_P] are fantastic.,non-hateful,[IDENT_P] رائعة.,ال[IDENT_P] رائعين.,,
ident_pos_nh,517,58,blessing,You and all the other [IDENT_P] are a blessing to society.,non-hateful,أنت وجميع [IDENT_P] الآخرين نعمة للمجتمع.,انت وكل ال[IDENT_P] نعمة في مجتمعنا.,,
ident_pos_nh,518,61,belong,[IDENT_P] belong in our government.,non-hateful,[IDENT_P] تنتمي إلى حكومتنا.,ال[IDENT_P] ليهم مكان في حكومتنا.,,
ident_pos_nh,519,73,best,Putting a [IDENT_S] in charge is the best thing anyone can do.,non-hateful,أفضل شيء يمكن لأي شخص فعله هو تفويض [IDENT_S].,تمكين ال[IDENT_P] من الوصول للادارة هي احسن حاجة ممكن الواحد يعملها.,,
ident_pos_nh,520,86,hug,I'm going to hug a [IDENT_S] tomorrow.,non-hateful,سأحتضن [IDENT_S] غدًا.,هحضن [IDENT_S] بكرة.,,
ident_pos_nh,521,76,wish,I wish I could date a [IDENT_S].,non-hateful,أتمنى أن أتمكن من تأريخ [IDENT_S].,نفسي اصاحب [IDENT_S].,,
ident_pos_nh,522,85,smile,I am going to make those [IDENT_P] smile.,non-hateful,سأجعل هؤلاء [IDENT_P] يبتسمون.,عاوز اخلي ال[IDENT_P] دول يبتسمو.,,
ident_pos_nh,523,86,help out,I'm going to help out a [IDENT_S] tomorrow.,non-hateful,سأقوم بمساعدة [IDENT_S] غدًا.,هساعد [IDENT_S] بكرة.,,
ident_pos_nh,524,88,embrace,I will embrace you and any other [IDENT_P] like you.,non-hateful,سوف أعانقك أنت وأي [IDENT_P] مثلك.,هحضنك انت واي [IDENT_S] متلك.,,
ident_pos_nh,525,96,respect,Let's just respect those [IDENT_P],non-hateful,دعونا نحترم هؤلاء [IDENT_P],خلينا نحترم ال[IDENT_P].,,
ident_pos_nh,526,99,cherish,I'll cherish any [IDENT_S] like you.,non-hateful,سأعتز بأي [IDENT_S] مثلك.,هعتز باي [IDENT_P] زيك.,,
