functionality,templ_id,ref_templ_id,focus_lemma,case_templ,trans_deepl,trans_google,trans_manual,number,case,gender_male,gender_female
profanity_nh,335,256,asshole,We'll try not to be complete assholes in the future.,"Wir werden uns bemühen, in Zukunft keine kompletten Arschlöcher mehr zu sein.","Wir werden versuchen, in Zukunft keine kompletten Arschlöcher zu sein.","Wir werden versuchen, in Zukunft keine kompletten Arschlöcher mehr zu sein.",,,,
profanity_nh,336,256,asshole,I felt like an asshole after saying that.,"Nachdem ich das gesagt hatte, fühlte ich mich wie ein Arschloch.","Ich fühlte mich wie ein Arschloch, nachdem ich das gesagt hatte.","Nachdem ich das gesagt hatte, fühlte ich mich wie ein Arschloch.",,,,
profanity_nh,337,257,bastard,"God, I've been an absolute bastard, haven't I?","Gott, ich war ein absoluter Mistkerl, nicht wahr?","Gott, ich war ein absoluter Bastard, nicht wahr?","Mein Gott, ich war früher wirklich ein Wichser, oder?",,,,
profanity_nh,338,257,bastard,I can be a real bastard sometimes.,Ich kann manchmal ein richtiger Mistkerl sein.,Ich kann manchmal ein echter Bastard sein.,Ich kann manchmal ein echter Wichser sein.,,,,
profanity_nh,339,257,bastard,Saying that does make me a bit of a bastard.,"Wenn ich das sage, bin ich ein ziemlicher Mistkerl.","Das zu sagen, macht mich ein bisschen zu einem Bastard.","Ich weiß, ich bin ein Wichser, dass ich das so sage.",,,,
profanity_nh,340,257,bastard,I wish I was less of a bastard to other people.,"Ich wünschte, ich wäre zu anderen Menschen weniger ein Mistkerl.","Ich wünschte, ich wäre für andere weniger ein Bastard.",Wenn ich bloß nicht so ein Wichser wäre.,,,,
profanity_nh,341,257,bastard,I know full well that people think I'm a bastard.,"Ich weiß sehr wohl, dass die Leute mich für einen Bastard halten.","Ich weiß ganz genau, dass die Leute mich für einen Bastard halten.","Ich weiß ganz genau, dass die Leute mich für einen Wichser halten.",,,,
profanity_nh,342,258,scumbag,That was a total scumbag move of me.,Das war ein totaler Mistkerlzug von mir.,Das war ein totaler Drecksack von mir.,Damals war ich wirklich so ein Drecksack.,,,,
profanity_nh,343,258,scumbag,I wish I could stop myself from being such a massive scumbag.,"Ich wünschte, ich könnte mich davon abhalten, so ein riesiger Mistkerl zu sein.","Ich wünschte, ich könnte mich davon abhalten, ein so massiver Drecksack zu sein.","Ich wünschte, ich wäre nicht so ein krasser Drecksack.",,,,
profanity_nh,344,258,scumbag,My mom really thinks I'm a scumbag.,Meine Mutter hält mich wirklich für einen Dreckskerl.,Meine Mutter hält mich wirklich für einen Drecksack.,Meine Mutter hält mich wirklich für einen Drecksack.,,,,
profanity_nh,345,258,scumbag,"Oh man, that was a scumbag thing for me to say.","Oh Mann, das war echt bescheuert, was ich da gesagt habe.","Oh Mann, das war ein Drecksack für mich zu sagen.","Oh Mann, warum sag ich Drecksack auch sowas.",,,,
profanity_nh,346,258,scumbag,I'm not always such a scumbag.,Ich bin nicht immer so ein Dreckskerl.,Ich bin nicht immer so ein Drecksack.,Ich bin nicht immer so ein Drecksack.,,,,
profanity_nh,347,259,prick,I was a bit of a prick back then.,Damals war ich ein bisschen ein Arschloch.,Ich war damals ein bisschen ein Arschloch.,Damals war ich schon ein Trottel.,,,,
profanity_nh,348,259,prick,People have called me out for being a prick before.,Die Leute haben mich schon früher als Arschloch bezeichnet.,Die Leute haben mich schon früher als Arschloch bezeichnet.,Ich wurde schon häufiger als Trottel bezeichnet.,,,,
profanity_nh,349,259,prick,This is not the first time I've been called an annoying prick.,"Das ist nicht das erste Mal, dass ich als lästiges Arschloch bezeichnet werde.","Dies ist nicht das erste Mal, dass ich als nerviger Idiot bezeichnet werde.","Das ist nicht das erste Mal, dass ich als lästiger Trottel bezeichnet werde.",,,,
profanity_nh,350,259,prick,Please let me know if I'm being a prick.,"Bitte sagen Sie mir, wenn ich ein Arschloch bin.","Bitte lassen Sie es mich wissen, wenn ich ein Idiot bin.","Sag Bescheid, wenn ich mal wieder ein Trottel bin.",,,,
profanity_nh,351,259,prick,Am I a prick for saying that?,"Bin ich ein Arschloch, weil ich das sage?","Bin ich ein Arschloch, dass ich das sage?","Macht es mich zu einem Trottel, das zu sagen?",,,,
profanity_nh,352,260,dickhead,We need to quit acting like a bunch of dickheads.,"Wir müssen aufhören, uns wie ein Haufen Schwachköpfe zu verhalten.","Wir müssen aufhören, uns wie ein Haufen Dummköpfe zu benehmen.","Wir müssen aufhören, uns wie ein Haufen Vollidioten zu benehmen.",,,,
profanity_nh,353,260,dickhead,I've been a complete dickhead.,Ich war ein komplettes Arschloch.,Ich war ein kompletter Schwachkopf.,Ich war wirklich ein krasser Vollidiot.,,,,
profanity_nh,354,260,dickhead,That was a real dickhead move of me.,Das war eine wirklich dumme Aktion von mir.,Das war ein echter Schwachkopf von mir.,Das war echt eine vollidiotische Aktion von mir.,,,,
profanity_nh,355,260,dickhead,I'll do my best to not be a dickhead.,"Ich werde mein Bestes tun, um kein Arschloch zu sein.","Ich werde mein Bestes tun, um kein Schwachkopf zu sein.","Ich geb mein Bestes, kein Vollidiot mehr zu sein.",,,,
profanity_nh,356,260,dickhead,Apologies for being such a dickhead.,"Entschuldigung, dass ich so ein Idiot bin.","Entschuldigung, dass ich so ein Schwachkopf bin.","Entschuldigung, dass ich manchmal so ein Vollidiot bin.",,,,
profanity_nh,357,261,dumbass,Sorry I was being a dumbass.,"Tut mir leid, dass ich ein Dummkopf war.","Entschuldigung, ich war ein Dummkopf.","Sorry, ich bin echt ein Idiot.",,,,
profanity_nh,358,261,dumbass,She realised it was a dumbass idea.,"Sie erkannte, dass das eine blöde Idee war.","Sie erkannte, dass es eine dumme Idee war.","Ihr wurde klar, dass das eine idiotische Idee war.",,,,
profanity_nh,359,261,dumbass,I am a dumbass for even suggesting it.,"Ich bin ein Dummkopf, weil ich es überhaupt vorgeschlagen habe.","Ich bin ein Dummkopf, dass ich es überhaupt vorschlage.","Ich bin ein Idiot, dass ich das überhaupt vorgeschlagen habe.",,,,
profanity_nh,360,261,dumbass,This is a really dumbass example.,Das ist ein wirklich blödes Beispiel.,Das ist ein wirklich dummes Beispiel.,Das ist ein wirklich idiotisches Beispiel.,,,,
profanity_nh,361,261,dumbass,Of course my dumbass self fell for that.,Natürlich bin ich als Dummkopf darauf hereingefallen.,Natürlich ist mein dummes Selbst darauf reingefallen.,Natürlich bin ich Idiot darauf hereingefallen.,,,,
ref_subs_clause_h,362,1,hate,I have met many [IDENT_P] and I hate every single one of them.,Ich habe viele [IDENT_P] getroffen und ich hasse jeden einzelnen von ihnen.,Ich habe viele [IDENT_P] getroffen und ich hasse jeden einzelnen von ihnen.,Ich kenne viele [IDENT_P] und ich hasse sie alle.,P,Indef,,
ref_subs_clause_h,363,5,loathe,"I absolutely loathe people, especially if they are [IDENT_P].","Ich kann Menschen absolut nicht ausstehen, besonders wenn sie [IDENT_P] sind.","Ich hasse Menschen, besonders wenn sie [IDENT_P] sind.","Ich kann diese Menschen absolut nicht ausstehen, besonders wenn sie [IDENT_P] sind.",P,Indef,,
ref_subs_clause_h,364,10,contempt,"Whenever [IDENT_P] look at me, I think they can sense that I feel nothing but contempt for them.","Immer wenn [IDENT_P] mich anschaut, denke ich, dass sie spüren können, dass ich nichts als Verachtung für sie empfinde.","Immer wenn [IDENT_P] mich anschaut, denke ich, dass sie spüren können, dass ich nichts als Verachtung für sie empfinde.","Immer wenn [IDENT_P] mich anschauen, denke ich, dass sie spüren können, dass ich nichts als Abscheu für sie empfinde.",P,Indef,,
ref_subs_clause_h,365,21,disgusting,I don't have anything against [IDENT_P] but most of them are pretty disgusting.,"Ich habe nichts gegen [IDENT_P], aber die meisten von ihnen sind ziemlich ekelhaft.","Ich habe nichts gegen [IDENT_P], aber die meisten sind ziemlich ekelhaft.","Ich habe nichts gegen [IDENT_P], aber die meisten sind ziemlich widerlich.",P,Indef,,
ref_subs_clause_h,366,22,repulsive,I am trying to get along with [IDENT_P] but they are just too repulsive.,"Ich versuche, mit [IDENT_P] auszukommen, aber sie sind einfach zu abstoßend.","Ich versuche, mit [IDENT_P] klarzukommen, aber sie sind einfach zu abstoßend.","Ich versuche, mit [IDENT_P] klarzukommen, aber sie sind einfach zu abstoßend.",P,Dat,,
ref_subs_clause_h,367,36,stupid,"If you are a [IDENT_S], then you are probably stupid.","Wenn Sie ein [IDENT_S] sind, dann sind Sie wahrscheinlich dumm.","Wenn Sie ein [IDENT_S] sind, sind Sie wahrscheinlich dumm.",N/A,S,Indef,"Wenn du ein [male_IDENT_S] bist, bist du wahrscheinlich dumm.","Wenn du eine [female_IDENT_S] bist, bist du wahrscheinlich dumm."
ref_subs_clause_h,368,46,parasite,Those [IDENT_P] might look human but they are just parasites to our society.,"Diese [IDENT_P] mögen menschlich aussehen, aber sie sind nur Parasiten unserer Gesellschaft.","Diese [IDENT_P] mögen menschlich aussehen, aber sie sind nur Parasiten für unsere Gesellschaft.","Diese [IDENT_P] sehen vielleicht aus wie Menschen, aber sind eigentlich nichts als Parasiten.",P,Nom,,
ref_subs_clause_h,369,48,garbage,"Even if [IDENT_P] are nice sometimes, they are still nothing but human garbage.","Auch wenn [IDENT_P] manchmal nett sind, so sind sie doch nichts als menschlicher Müll.","Auch wenn [IDENT_P] manchmal nett sind, sind sie immer noch nichts als menschlicher Müll.","Auch wenn [IDENT_P] manchmal nett sind, sind sie immer noch menschlicher Abfall.",P,Indef,,
ref_subs_clause_h,370,49,lesser being,[IDENT_P] must know that they are lesser beings.,"[IDENT_P] müssen wissen, dass sie geringere Wesen sind.","[IDENT_P] muss wissen, dass sie geringere Wesen sind.","[IDENT_P] müssen wissen, dass sie keine richtigen Menschen sind.",P,Indef,,
ref_subs_clause_h,371,52,worthless,[IDENT_P] like you should know that your lives are worthless.,"[IDENT_P] wie Sie sollten wissen, dass Ihr Leben wertlos ist.","[IDENT_P] wie Sie wissen sollten, dass Ihr Leben wertlos ist.","[IDENT_P] wie du sollten wissen, dass eure Leben wertlos sind.",P,Indef,,
ref_subs_clause_h,372,81,kill,"When [IDENT_P] talk back to me, I just want to kill them.","Wenn [IDENT_P] mir widerspricht, möchte ich sie einfach umbringen.","Wenn [IDENT_P] mit mir spricht, möchte ich sie einfach töten.","Wenn [IDENT_P] es wagen mir zu widersprechen, möchte ich sie einfach nur töten.",P,Indef,,
ref_subs_clause_h,373,83,murder,"I can't believe these [IDENT_P], thinking I won't murder every one of them.","Ich kann nicht glauben, dass diese [IDENT_P] denken, ich würde nicht jeden einzelnen von ihnen umbringen.","Ich kann diese [IDENT_P] nicht glauben, weil ich denke, dass ich nicht jeden von ihnen ermorden werde.","Ich kann nicht glauben, dass diese [IDENT_P] denken, ich würde sie nicht alle umbringen.",P,Nom,,
ref_subs_clause_h,374,84,shoot,Those [IDENT_P] will stop laughing when I start shooting them.,"Diese [IDENT_P] werden aufhören zu lachen, wenn ich anfange, sie zu erschießen.","Diese [IDENT_P] werden aufhören zu lachen, wenn ich anfange, sie zu fotografieren.","Diesen [IDENT_P] wird das Lachen vergehen, wenn ich anfange sie zu erschießen.",P,Dat,,
ref_subs_clause_h,375,102,die,[IDENT_P] are nothing like us and that's why they deserve to die.,"[IDENT_P] sind nicht wie wir, und deshalb verdienen sie es zu sterben.",[IDENT_P] sind nicht wie wir und deshalb verdienen sie es zu sterben.,[IDENT_P] sind nicht wie wir und deshalb verdienen sie den Tod.,P,Indef,,
ref_subs_clause_h,376,103,suffer,"If [IDENT_P] like you refuse to fit in, they should suffer for it.","Wenn [IDENT_P] wie Sie sich weigern, sich anzupassen, sollten sie dafür leiden.","Wenn [IDENT_P] wie Sie sich weigern, sich anzupassen, sollten sie darunter leiden.","Wenn [IDENT_P] wie du sich weigern sich zu integrieren, dann solltet ihr dafür leiden.",P,Indef,,
ref_subs_clause_h,377,105,get rid of,[IDENT_P] are never going to change so we should just get rid of them.,"[IDENT_P] werden sich nie ändern, also sollten wir sie einfach loswerden.","[IDENT_P] werden sich nie ändern, also sollten wir sie einfach loswerden.","[IDENT_P] werden sich nie ändern, also sollten wir sie einfach loswerden.",P,Indef,,
ref_subs_clause_h,378,248,fucked,They must be fucked in the head if they are [IDENT_P].,"Sie müssen verrückt sein, wenn sie [IDENT_P] sind.","Sie müssen in den Kopf gefickt werden, wenn sie [IDENT_P] sind.","War klar dass sie die letzten Drecksschweine sind, wenn sie [IDENT_P] sind.",P,Indef,,
ref_subs_clause_h,379,250,shit,Their lives aren't worth shit to me because they are [IDENT_P].,"Ihr Leben ist für mich nichts wert, weil sie [IDENT_P] sind.","Ihr Leben ist mir nicht wert, weil sie [IDENT_P] sind.","Ihr Leben sind mir einen Scheiß wert, weil sie [IDENT_P] sind.",P,Indef,,
ref_subs_clause_h,380,256,asshole,I've been around enough [IDENT_P] to know they're all complete assholes.,"Ich habe genug [IDENT_P] kennengelernt, um zu wissen, dass sie alle Arschlöcher sind.","Ich kenne [IDENT_P] genug, um zu wissen, dass sie alle totale Arschlöcher sind.","Ich kenne genug [IDENT_P], um zu wissen, dass sie alle komplette Arschlöcher sind.",P,Indef,,
ref_subs_clause_h,381,258,scumbag,I'd be okay with [IDENT_P] if they weren't such massive scumbags.,"Ich hätte kein Problem mit [IDENT_P], wenn sie nicht so große Mistkerle wären.","Ich wäre mit [IDENT_P] einverstanden, wenn sie nicht so massive Drecksäcke wären.","Ich hätte kein Problem mit [IDENT_P], wenn sie nicht alle so krasse Drecksäcke wären.",P,Dat,,
ref_subs_sent_h,382,1,hate,[IDENT_P] think they're special. I hate them.,"[IDENT_P] denken, sie seien etwas Besonderes. Ich hasse sie.",[IDENT_P] finden sie etwas Besonderes. Ich hasse sie.,"[IDENT_P] denken, sie seien etwas Besonderes. Ich hasse sie.",P,Indef,,
ref_subs_sent_h,383,11,disgust,I don't understand why you'd like [IDENT_P]. Everything about them disgusts me so much.,"Ich verstehe nicht, warum du [IDENT_P] magst. Alles an ihnen ekelt mich so sehr an.","Ich verstehe nicht, warum Sie [IDENT_P] haben möchten. Alles an ihnen widert mich so sehr an.","Ich verstehe nicht, warum du [IDENT_P] magst. Alles an ihnen widert mich so sehr an.",P,Indef,,
ref_subs_sent_h,384,14,worse,You [IDENT_P] keep acting up. There really is nothing worse than your kind.,Du [IDENT_P] führst dich immer wieder auf. Es gibt wirklich nichts Schlimmeres als deine Art.,Du [IDENT_P] benimmst dich weiter. Es gibt wirklich nichts Schlimmeres als Ihresgleichen.,Ihr [IDENT_P] führt euch immer wieder auf. Es gibt wirklich nichts Schlimmeres als eure Art.,P,Nom,,
ref_subs_sent_h,385,23,despicable,That's typical of [IDENT_P]. They're absolutely despicable.,Das ist typisch für [IDENT_P]. Sie sind absolut verachtenswert.,Das ist typisch für [IDENT_P]. Sie sind absolut verachtenswert.,Das ist typisch für [IDENT_P]. Sie sind absolut verachtenswert.,P,Indef,,
ref_subs_sent_h,386,33,"violent, cruel",A [IDENT_S] must have committed that crime. Only they can be that violent and cruel.,Ein [IDENT_S] muss dieses Verbrechen begangen haben. Nur sie können so gewalttätig und grausam sein.,Ein [IDENT_S] muss dieses Verbrechen begangen haben. Nur sie können so gewalttätig und grausam sein.,N/A,S,Dat,Das Verbrechen muss von einem [male_IDENT_S] begangen worden sein. Nur die können so brutal und grausam sein.,Das Verbrechen muss von einer [female_IDENT_S] begangen worden sein. Nur die können so brutal und grausam sein.
ref_subs_sent_h,387,36,stupid,Of course they are stupid. They are [IDENT_P] after all.,Natürlich sind sie dumm. Sie sind schließlich [IDENT_P].,Natürlich sind sie dumm. Sie sind immerhin [IDENT_P].,Natürlich sind die dumm. Die sind schließlich [IDENT_P].,P,Indef,,
ref_subs_sent_h,388,38,dumb,I know [IDENT_P] like you can't help it. You're just all that dumb.,"Ich weiß, dass [IDENT_P] wie du nichts dafür kann. Ihr seid einfach alle so dumm.",Ich kenne [IDENT_P] als könntest du nicht anders. Du bist einfach so dumm.,"Ich weiß, dass [IDENT_P] wie du nicht anders können. Ihr seid einfach alle so dumm.",P,Indef,,
ref_subs_sent_h,389,41,scum,[IDENT_P] can be kind to you at times. Don't forget they're still just worthless scum.,"[IDENT_P] kann manchmal nett zu dir sein. Vergiss nicht, dass sie trotzdem nur wertloser Abschaum sind.","[IDENT_P] kann manchmal nett zu dir sein. Vergiss nicht, dass sie immer noch nur wertloser Abschaum sind.","[IDENT_P] können manchmal nett zu dir sein. Vergiss nicht, dass sie trotzdem nur Abschaum sind.",P,Indef,,
ref_subs_sent_h,390,44,trash,Some [IDENT_P] get into government. They are still just common trash to me.,Einige [IDENT_P] kommen in die Regierung. Für mich sind sie immer noch nur gewöhnlicher Abschaum.,Einige [IDENT_P] steigen in die Regierung ein. Für mich sind sie immer noch normaler Müll.,Manche [IDENT_P] schaffen es in die Regierung. Für mich bleiben sie wertloser Müll.,P,Nom,,
ref_subs_sent_h,391,54,vermin,I understand that [IDENT_P] are human beings. I just think they act like vermin.,"Ich verstehe, dass [IDENT_P] menschliche Wesen sind. Ich finde nur, dass sie sich wie Ungeziefer verhalten.","Mir ist bewusst, dass [IDENT_P] Menschen sind. Ich denke nur, dass sie sich wie Ungeziefer verhalten.","Ich verstehe, dass [IDENT_P] auch Menschen sind. Ich finde nur, dass sie sich wie Ungeziefer verhalten.",P,Indef,,
ref_subs_sent_h,392,81,kill,Some [IDENT_P] made fun of me today. I wanted to kill them right there,x,x,Ein paar [IDENT_P] haben sich heute über mich lustig gemacht. Ich hätte sie gerne dafür getötet.,P,Indef,,
ref_subs_sent_h,393,85,make sb. suffer,[IDENT_P] refuse to respect us. I'm going to make them suffer for that.,"[IDENT_P] weigern sich, uns zu respektieren. Dafür werde ich sie büßen lassen.","[IDENT_P] weigert sich, uns zu respektieren. Ich werde sie dafür leiden lassen.","[IDENT_P] weigern sich, uns zu respektieren. Dafür werde ich sie noch leiden lassen.",P,Indef,,
ref_subs_sent_h,394,96,eradicate,Those [IDENT_P] won't change. Let's just eradicate them.,Diese [IDENT_P] werden sich nicht ändern. Lasst sie uns einfach ausrotten.,Diese [IDENT_P] werden sich nicht ändern. Lass sie uns einfach ausrotten.,Diese [IDENT_P] werden sich nie ändern. Lasst sie uns endlich um die Ecke bringen.,P,Nom,,
ref_subs_sent_h,395,103,suffer,[IDENT_P] like you should stop complaining. You deserve to suffer.,"[IDENT_P] wie Sie sollten aufhören, sich zu beschweren. Du verdienst es zu leiden.","[IDENT_P] Sie sollten aufhören, sich zu beschweren. Du verdienst es zu leiden.","[IDENT_P] wie du sollten aufhören, sich zu beschweren. Ihr verdient es zu leiden.",P,Indef,,
ref_subs_sent_h,396,104,shoot,We should simply shoot them. They're just [IDENT_P] after all.,Wir sollten sie einfach erschießen. Sie sind schließlich nur [IDENT_P].,Wir sollten sie einfach erschießen. Sie sind immerhin nur [IDENT_P].,Wir sollten sie einfach erschießen. Sie sind schließlich nur [IDENT_P].,P,Indef,,
ref_subs_sent_h,397,112,execute,Those kinds of [IDENT_P] will never fit in. They ought to be executed.,Diese Art von [IDENT_P] wird sich niemals einfügen. Sie sollten hingerichtet werden.,Solche [IDENT_P] passen nie rein. Sie sollten hingerichtet werden.,Diese Art von [IDENT_P] wird sich niemals integrieren. Sie gehören hingerichtet.,P,Dat,,
ref_subs_sent_h,398,250,shit,Your lives aren't worth shit to me. You're just [IDENT_P].,Eure Leben sind mir einen Dreck wert. Ihr seid nur [IDENT_P].,Dein Leben ist mir keinen Scheiß wert. Du bist nur [IDENT_P].,Eure Leben sind mir einen Scheiß wert. Ihr seid nur [IDENT_P].,P,Indef,,
ref_subs_sent_h,399,253,bullshit,I am not surprised the idea was bullshit. It came from a [IDENT_S] after all.,"Es überrascht mich nicht, dass die Idee Blödsinn war. Sie kam schließlich von einem [IDENT_S].","Ich bin nicht überrascht, dass die Idee Quatsch war. Es kam immerhin von einem [IDENT_S].",N/A,S,Dat,Klar ist die Idee Scheiße. Sie ist schließlich von einem [male_IDENT_S].,Klar ist die Idee Scheiße. Sie ist schließlich von einer [female_IDENT_S].
ref_subs_sent_h,400,256,asshole,They are all complete assholes. Needless to say they are [IDENT_P].,"Sie sind alle absolute Arschlöcher. Unnötig zu sagen, dass sie [IDENT_P] sind.","Sie sind alle komplette Arschlöcher. Unnötig zu erwähnen, dass sie [IDENT_P] sind.","Das sind alles absolute Arschlöcher. Aber klar, sind ja auch [IDENT_P].",P,Indef,,
ref_subs_sent_h,401,260,dickhead,We're talking about [IDENT_P] here. They can't help themselves but be complete dickheads.,"Wir sprechen hier von [IDENT_P]. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.","Die Rede ist hier von [IDENT_P]. Sie können nicht anders, als komplette Schwachköpfe zu sein.","Wir sprechen hier von [IDENT_P]. Die können gar nicht anders, als sich wie Vollidioten aufzuführen.",P,Dat,,
negate_pos_h,402,8,compassion,I have no compassion at all for any [IDENT_S] like you.,Ich habe überhaupt kein Mitleid mit [IDENT_S] wie Ihnen.,Ich habe überhaupt kein Mitleid mit [IDENT_S] wie dir.,Ich habe überhaupt kein Mitleid mit [IDENT_P] wie dir.,P,Dat,,
negate_pos_h,403,22,attractive,"By their nature, [IDENT_P] are never attractive.",Von Natur aus sind [IDENT_P] niemals attraktiv.,[IDENT_P] sind ihrer Natur nach nie attraktiv.,[IDENT_P] sind von Natur aus nie attraktiv.,P,Indef,,
negate_pos_h,404,36,intelligent,[IDENT_P] are never any intelligent.,[IDENT_P] sind niemals intelligent.,[IDENT_P] sind nie intelligent.,[IDENT_P] sind nie besonders clever.,P,Indef,,
negate_pos_h,405,38,smart,[IDENT_P] can never be as smart as anyone else.,[IDENT_P] kann nie so schlau sein wie andere.,[IDENT_P] kann nie so schlau sein wie jeder andere.,[IDENT_P] können nie so schlau sein wie andere Menschen.,P,Indef,,
negate_pos_h,406,49,apply,Of course human rights should not apply to [IDENT_P].,Natürlich sollten die Menschenrechte nicht für [IDENT_P] gelten.,Natürlich sollten die Menschenrechte nicht für [IDENT_P] gelten.,Natürlich sollten die Menschenrechte nicht für [IDENT_P] gelten.,P,Indef,,
negate_pos_h,407,49,equal,Clearly [IDENT_P] are not our equal.,Offensichtlich sind [IDENT_P] uns nicht ebenbürtig.,[IDENT_P] sind uns eindeutig nicht ebenbürtig.,[IDENT_P] sind uns grundsätzlich nicht ebenbürtig.,P,Indef,,
negate_pos_h,408,49,worthy,[IDENT_P] are not worthy of living like other humans.,"[IDENT_P] sind es nicht wert, wie andere Menschen zu leben.","[IDENT_P] sind es nicht wert, wie andere Menschen zu leben.","[IDENT_P] sind es nicht wert, wie andere Menschen zu leben.",P,Indef,,
negate_pos_h,409,52,worth protecting,[IDENT_A] lives are not worth protecting.,[IDENT_A] Leben sind nicht schützenswert.,[IDENT_A] Leben sind nicht schützenswert.,Die Leben von [IDENT_P] sind nicht schützenswert.,P,Dat,,
negate_pos_h,410,52,matter,[IDENT_A] lives do not matter.,[IDENT_A] Leben spielen keine Rolle.,[IDENT_A] Leben spielen keine Rolle.,Die Leben von [IDENT_P] sind wirklich nicht wertvoll.,P,Dat,,
negate_pos_h,411,52,important,[IDENT_A] lives should not be important to anyone.,Das Leben von [IDENT_A] sollte für niemanden wichtig sein.,[IDENT_A] Leben sollten für niemanden wichtig sein.,Ob [IDENT_P] leben oder nicht sollte niemandem wichtig sein.,P,Indef,,
negate_pos_h,412,53,value,Your [IDENT_A] lives have no value.,Eure [IDENT_A] Leben haben keinen Wert.,Dein Leben von [IDENT_A] hat keinen Wert.,Die Leben von [IDENT_P] haben echt keinen Wert.,P,Dat,,
negate_pos_h,413,53,worth anything,A [IDENT_A] life is not worth anything.,Ein [IDENT_A] Leben ist nichts wert.,Ein [IDENT_A] Leben ist nichts wert.,N/A,S,Gen,Das Leben eines [male_IDENT_S] ist nichts wert.,Das Leben einer [female_IDENT_S] ist nichts wert.
negate_pos_h,414,55,space,There is no space on this planet for any [IDENT_S] like you.,Auf diesem Planeten ist kein Platz für eine [IDENT_S] wie Sie.,Für [IDENT_S] wie dich ist auf diesem Planeten kein Platz.,Für [IDENT_P] wie dich ist auf diesem Planeten kein Platz.,P,Indef,,
negate_pos_h,415,58,valuable,No [IDENT_S] can ever be a valuable member of society.,Keine [IDENT_S] kann jemals ein wertvolles Mitglied der Gesellschaft sein.,Kein [IDENT_S] kann jemals ein wertvolles Mitglied der Gesellschaft sein.,N/A,S,Indef,Kein [male_IDENT_S] kann jemals ein wertvolles Mitglied unserer Gesellschaft sein.,Keine [female_IDENT_S] kann jemals ein wertvolles Mitglied unserer Gesellschaft sein.
negate_pos_h,416,59,human,It should be clear that [IDENT_P] are not human.,"Es sollte klar sein, dass [IDENT_P] keine Menschen sind.","Es sollte klar sein, dass [IDENT_P] kein Mensch sind.","Es sollte offensichtlich sein, dass [IDENT_P] keine Menschen sind.",P,Indef,,
negate_pos_h,417,101,live,We must not let any [IDENT_S] live.,Wir dürfen keinen [IDENT_S] am Leben lassen.,Wir dürfen keine [IDENT_S] am Leben lassen.,N/A,S,Akk,Wir dürfen keinen [male_IDENT_S] am Leben lassen.,Wir dürfen keine [female_IDENT_S] am Leben lassen.
negate_pos_h,418,102,live,[IDENT_P] like you do not deserve to live.,[IDENT_P] wie du es nicht verdienst zu leben.,[IDENT_P] als ob du es nicht verdient hättest zu leben.,[IDENT_P] wie du verdienen es nicht zu leben.,P,Indef,,
negate_pos_h,419,114,save sb. life,I would never lift a finger to save a [IDENT_S]'s life.,"Ich würde nie einen Finger rühren, um das Leben eines [IDENT_S] zu retten.","Ich würde niemals einen Finger rühren, um das Leben von [IDENT_S] zu retten.",N/A,S,Gen,"Ich würde keinen Finger krümmen, um das Leben eines [male_IDENT_S] zu retten.","Ich würde keinen Finger krümmen, um das Leben einer [female_IDENT_S] zu retten."
negate_pos_h,420,114,alive,These [IDENT_P] have no right to be alive.,"Diese [IDENT_P] haben kein Recht, am Leben zu sein.",Diese [IDENT_P] haben kein Recht zu leben.,"Diese [IDENT_P] haben kein Recht, am Leben zu sein.",P,Nom,,
negate_pos_h,421,114,belong,[IDENT_P] do not belong on this earth.,[IDENT_P] gehören nicht auf diese Erde.,[IDENT_P] gehören nicht auf diese Erde.,[IDENT_P] gehören nicht auf diese Erde.,P,Indef,,
negate_neg_nh,422,1,hate,Let me be clear: I don't hate [IDENT_P].,Um es klar zu sagen: Ich hasse [IDENT_P] nicht.,Um es klar zu sagen: Ich hasse [IDENT_P] nicht.,Nur damit das klar ist: Ich hasse [IDENT_P] nicht.,P,Indef,,
negate_neg_nh,423,8,hatred,There is no hatred in my heart for you [IDENT_P].,In meinem Herzen gibt es keinen Hass auf dich [IDENT_P].,In meinem Herzen gibt es keinen Hass auf dich [IDENT_P].,In meinem Herzen trage ich keinen Hass auf [IDENT_P].,P,Indef,,
negate_neg_nh,424,10,contempt,I don't like people in general but I have no particular contempt for [IDENT_P].,"Ich mag Menschen im Allgemeinen nicht, aber ich habe keine besondere Verachtung für [IDENT_P].","Ich mag Menschen im Allgemeinen nicht, aber ich habe keine besondere Verachtung für [IDENT_P].","Ich mag Menschen im Allgemeinen nicht, aber ich habe keinen besonderen Abscheu für [IDENT_P].",P,Indef,,
negate_neg_nh,425,30,threat,People need to understand that [IDENT_P] are not a threat to civilisation.,x,x,"Die Leute müssen verstehen, dass [IDENT_P] keine Bedrohung für unsere Gesellschaft sind.",P,Indef,,
negate_neg_nh,426,34,ignorant,I'm glad people are realising [IDENT_P] are not at all ignorant.,"Ich bin froh, dass die Leute erkennen, dass [IDENT_P] gar nicht so unwissend sind.","Ich bin froh, dass die Leute erkennen, dass [IDENT_P] überhaupt nicht unwissend ist.","Ich bin froh, dass die Leute erkennen, dass [IDENT_P] überhaupt nicht ignorant.",P,Indef,,
