functionality,templ_id,ref_templ_id,focus_lemma,case_templ,label_gold,trans_deepl,trans_google,trans_manual,number,gender_male,gender_female
phrase_question_h,455,95,get rid of,Why don't we just get rid of [IDENT_P] once and for all?,hateful,Perché non ci sbarazziamo di [IDENT_P] una volta per tutte?,Perché non ci liberiamo di [IDENT_P] una volta per tutte?,N/A,P,Perché non ci sbarazziamo dei [male_IDENT_P] una volta per tutte?,Perché non ci sbarazziamo delle [female_IDENT_P] una volta per tutte?
phrase_question_h,456,102,die,Where is the mistake in saying that [IDENT_P] like you deserve to die?,hateful,Dov'è l'errore nel dire che [IDENT_P] come te meritano di morire?,Dov&#39;è l&#39;errore nel dire che [IDENT_P] come te meriti di morire?,N/A,P,Dov'è l'errore nel dire che i [male_IDENT_P] come te meritano di morire?,Dov'è l'errore nel dire che le [female_IDENT_P] come te meritano di morire?
phrase_question_h,457,107,eradicate,Isn't it apparent that we would be better off if those [IDENT_P] were eradicated?,hateful,Non è evidente che staremmo meglio se questi [IDENT_P] fossero sradicati?,Non è evidente che staremmo meglio se quegli [IDENT_P] fossero sradicati?,N/A,P,Non è evidente che staremmo meglio se questi [male_IDENT_P] fossero debellati?,Non è evidente che staremmo meglio se queste [female_IDENT_P] fossero debellati?
phrase_question_h,458,112,execute,Am I wrong to think that those kinds of [IDENT_P] ought to be executed?,hateful,Sbaglio a pensare che questi tipi di [IDENT_P] debbano essere giustiziati?,Sbaglio a pensare che questo tipo di [IDENT_P] debba essere eseguito?,N/A,P,Sbaglio a pensare che questi [male_IDENT_P] debbano essere condannati a morte?,Sbaglio a pensare che queste [female_IDENT_P] debbano essere condannati a morte?
phrase_question_h,459,250,shit,Where is the error in thinking that [IDENT_A] lives aren't worth shit?,hateful,Dov'è l'errore nel pensare che le vite di [IDENT_A] non valgono un cazzo?,Dov&#39;è l&#39;errore nel pensare che le vite di [IDENT_A] non valgano un cazzo?,N/A,P,Dov'è l'errore nel pensare che le vite dei [male_IDENT_P] valgono meno della merda?,Dov'è l'errore nel pensare che le vite delle [female_IDENT_P] valgono meno della merda?
phrase_question_h,460,256,asshole,Why is it that [IDENT_P] are all complete assholes?,hateful,Perché [IDENT_P] sono tutti dei completi stronzi?,Perché gli [IDENT_P] sono tutti degli stronzi completi?,N/A,P,Perché i [male_IDENT_P] sono tutti dei completi stronzi?,Perché le [female_IDENT_P] sono tutte delle completi stronze?
phrase_question_h,461,259,prick,When will it finally be clear to people that it's in a [IDENT_S]'s nature to be an annoying prick?,hateful,Quando sarà finalmente chiaro alla gente che è nella natura di un [IDENT_S] essere un cazzone fastidioso?,Quando sarà finalmente chiaro alle persone che è nella natura di un [IDENT_S] essere un coglione fastidioso?,N/A,P,Quando sarà finalmente chiaro alla gente che è nella natura di un [male_IDENT_S] essere un coglione?,Quando sarà finalmente chiaro alla gente che è nella natura di una [female_IDENT_S] essere una cogliona?
phrase_opinion_h,462,21,disgusting,I find all [IDENT_P] disgusting.,hateful,Trovo tutti gli [IDENT_P] disgustosi.,Trovo tutto [IDENT_P] disgustoso.,N/A,P,Trovo tutti i [male_IDENT_P] disgustosi.,Trovo tutte le [female_IDENT_P] disgustose.
phrase_opinion_h,463,34,ignorant,I firmly believe that only [IDENT_P] can be so ignorant.,hateful,Credo fermamente che solo [IDENT_P] possa essere così ignorante.,Credo fermamente che solo [IDENT_P] possa essere così ignorante.,N/A,P,Credo fermamente che solo i [male_IDENT_P] possano essere così ignoranti.,Credo fermamente che solo le [female_IDENT_P] possano essere così ignoranti.
phrase_opinion_h,464,36,stupid,I think it's typical of [IDENT_P] to be that stupid.,hateful,Penso che sia tipico di [IDENT_P] essere così stupido.,Penso che sia tipico di [IDENT_P] essere così stupidi.,N/A,P,Penso che sia tipico di un [male_IDENT_S] essere così stupido.,Penso che sia tipico di una [female_IDENT_S] essere così stupida.
phrase_opinion_h,465,39,dumb,I really think [IDENT_P] are just the dumbest people.,hateful,Penso davvero che [IDENT_P] siano le persone più stupide.,Penso davvero che [IDENT_P] siano solo le persone più stupide.,N/A,P,Penso davvero che i [male_IDENT_P] siano le persone più sceme.,Penso davvero che le [female_IDENT_P] siano le persone più sceme.
phrase_opinion_h,466,41,scum,[IDENT_P] are scum to me.,hateful,[IDENT_P] sono feccia per me.,[IDENT_P] sono feccia per me.,N/A,P,I [male_IDENT_P] per me sono feccia.,Le [female_IDENT_P] per me sono feccia.
phrase_opinion_h,467,42,dirt,"In my opinion, [IDENT_P] are worthless dirt.",hateful,"Secondo me, [IDENT_P] sono sporcizia senza valore.","Secondo me, [IDENT_P] sono sporcizia senza valore.",N/A,P,"Secondo me, i [male_IDENT_P] sono sporcizia senza valore.","Secondo me, le [female_IDENT_P] sono sporcizia senza valore."
phrase_opinion_h,468,44,trash,You are nothing but common [IDENT_A] trash to me.,hateful,Per me non sei altro che comune spazzatura [IDENT_A].,Per me non sei altro che spazzatura [IDENT_A] comune.,N/A,P,Per me i [male_IDENT_P] non sono altro che immondizia.,Per me le [female_IDENT_P] non sono altro che immondizia.
phrase_opinion_h,469,48,garbage,"As far as I am concerned, [IDENT_P] are human garbage.",hateful,"Per quanto mi riguarda, [IDENT_P] sono spazzatura umana.","Per quanto mi riguarda, gli [IDENT_P] sono spazzatura umana.",N/A,P,"Per quanto mi riguarda, i [male_IDENT_P] sono spazzatura umana.","Per quanto mi riguarda, le [female_IDENT_P] sono spazzatura umana."
phrase_opinion_h,470,49,lesser being,I really do believe [IDENT_P] are just lesser beings.,hateful,Credo davvero che [IDENT_P] siano solo esseri inferiori.,Credo davvero che [IDENT_P] siano solo esseri inferiori.,N/A,P,Credo davvero che i [male_IDENT_P] siano solo esseri inferiori.,Credo davvero che le [female_IDENT_P] siano solo esseri inferiori.
phrase_opinion_h,471,51,rat,"If you ask me, [IDENT_P] like you are no better than rats.",hateful,"Se me lo chiedete, [IDENT_P] come voi non sono meglio dei topi.","Se me lo chiedi, [IDENT_P] come se non fossi meglio dei topi.",N/A,P,"Se me lo chiedi, i [male_IDENT_P] come voi non sono meglio dei topi.","Se me lo chiedi, le [female_IDENT_P] come voi non sono meglio dei topi."
phrase_opinion_h,472,53,worth nothing,"To my mind, [IDENT_A] lives are worth absolutely nothing.",hateful,"Per me, le vite di [IDENT_A] non valgono assolutamente nulla.","A mio avviso, le vite di [IDENT_A] non valgono assolutamente nulla.",N/A,P,"Per me, le vite degli [male_IDENT_P] non valgono assolutamente nulla.","Per me, le vite delle [female_IDENT_P] non valgono assolutamente nulla."
phrase_opinion_h,473,101,kill,I think that [IDENT_P] should all be killed.,hateful,Penso che [IDENT_P] dovrebbe essere ucciso.,Penso che [IDENT_P] dovrebbero essere tutti uccisi.,N/A,P,Penso che i [male_IDENT_P] dovrebbero essere uccisi.,Penso che le [female_IDENT_P] dovrebbero essere uccise.
phrase_opinion_h,474,102,die,"In my opinion, [IDENT_P] like you deserve to die.",hateful,"Secondo me, [IDENT_P] come te meritano di morire.","Secondo me, [IDENT_P] come te meriti di morire.",N/A,P,"Secondo me, i [male_IDENT_P] come te meritano di morire.","Secondo me, le [female_IDENT_P] come te meritano di morire."
phrase_opinion_h,475,105,get rid of,"As I see it, we should get rid of [IDENT_P] once and for all.",hateful,"Per come la vedo io, dovremmo sbarazzarci di [IDENT_P] una volta per tutte.","Per come la vedo io, dovremmo sbarazzarci di [IDENT_P] una volta per tutte.",N/A,P,"Per come la vedo io, dovremmo sbarazzarci dei [male_IDENT_P] una volta per tutte.","Per come la vedo io, dovremmo sbarazzarci delle [female_IDENT_P] una volta per tutte."
phrase_opinion_h,476,106,hang,"Personally, I think we should just hang all these [IDENT_P].",hateful,"Personalmente, penso che dovremmo semplicemente appendere tutti questi [IDENT_P].","Personalmente, penso che dovremmo semplicemente appendere tutti questi [IDENT_P].",N/A,P,"Personalmente, penso che dovremmo semplicemente impiccare tutti questi [male_IDENT_P].","Personalmente, penso che dovremmo semplicemente impiccare tutte queste [female_IDENT_P]."
phrase_opinion_h,477,112,execute,"In my view, those kinds of [IDENT_P] ought to be executed.",hateful,"A mio parere, questi tipi di [IDENT_P] dovrebbero essere eseguiti.","A mio avviso, questo tipo di [IDENT_P] dovrebbe essere eseguito.",N/A,P,"A mio parere, questi [male_IDENT_P] dovrebbero essere condannati a morte.","A mio parere, queste [female_IDENT_P] dovrebbero essere condannati a morte."
phrase_opinion_h,478,119,snap sb. neck,I think someone should snap the necks of those [IDENT_P].,hateful,Penso che qualcuno dovrebbe spezzare il collo a questi [IDENT_P].,Penso che qualcuno dovrebbe spezzare il collo di quegli [IDENT_P].,N/A,P,Penso che qualcuno dovrebbe spezzare il collo a questi [male_IDENT_P].,Penso che qualcuno dovrebbe spezzare il collo a queste [female_IDENT_P].
phrase_opinion_h,479,248,fucked,I think most [IDENT_P] are seriously fucked in the head.,hateful,Penso che molti [IDENT_P] siano seriamente fottuti nella testa.,Penso che la maggior parte degli [IDENT_P] siano seriamente fottuti in testa.,N/A,P,Penso che molti [male_IDENT_P] abbiano seriamente il cervello fottuto.,Penso che molte [female_IDENT_P] abbiano seriamente il cervello fottuto.
phrase_opinion_h,480,246,fuck,"As far as I am concerned, [IDENT_P] can all go fuck themselves.",hateful,"Per quanto mi riguarda, [IDENT_P] possono andare tutti a farsi fottere.","Per quanto mi riguarda, [IDENT_P] possono andare tutti a farsi fottere.",N/A,P,"Per quanto mi riguarda, i [male_IDENT_P] possono andare tutti a farsi fottere.","Per quanto mi riguarda, le [female_IDENT_P] possono andare tutte a farsi fottere."
phrase_opinion_h,481,250,shit,I believe [IDENT_A] lives aren't worth shit.,hateful,Credo che le vite di [IDENT_A] non valgano un cazzo.,Credo che le vite di [IDENT_A] non valgano un cazzo.,N/A,P,Credo che le vite dei [male_IDENT_P] valgano meno della merda.,Credo che le vite delle [female_IDENT_P] valgano meno della merda.
ident_neutral_nh,482,,-,I am a [IDENT_S].,non-hateful,Sono un [IDENT_S].,Sono un [IDENT_S].,N/A,S,Sono un [male_IDENT_S].,Sono una [female_IDENT_S].
ident_neutral_nh,483,,-,I live with two [IDENT_P].,non-hateful,Vivo con due [IDENT_P].,Vivo con due [IDENT_P].,N/A,P,Vivo con due [male_IDENT_P].,Vivo con due [female_IDENT_P].
ident_neutral_nh,484,,-,We are a group of [IDENT_P].,non-hateful,Siamo un gruppo di [IDENT_P].,Siamo un gruppo di [IDENT_P].,N/A,P,Siamo un gruppo di [male_IDENT_P].,Siamo un gruppo di [female_IDENT_P].
ident_neutral_nh,485,,-,Her colleague is a [IDENT_S].,non-hateful,Il suo collega è un [IDENT_S].,Il suo collega è un [IDENT_S].,N/A,S,Il suo collega è un [male_IDENT_S].,La sua collega è una [female_IDENT_S].
ident_neutral_nh,486,,-,They work with a lot of [IDENT_P].,non-hateful,Lavorano con un sacco di [IDENT_P].,Funzionano con molti [IDENT_P].,N/A,P,Lavorano con un sacco di [male_IDENT_P].,Lavorano con un sacco di [female_IDENT_P].
ident_neutral_nh,487,,-,I do not know many [IDENT_P].,non-hateful,Non conosco molti [IDENT_P].,Non ne conosco molti [IDENT_P].,N/A,P,Non conosco molti [male_IDENT_P].,Non conosco molte [female_IDENT_P].
ident_neutral_nh,488,,-,Are there any [IDENT_P] on your course?,non-hateful,Ci sono dei [IDENT_P] nel tuo corso?,Ci sono [IDENT_P] nel tuo corso?,N/A,P,Ci sono dei [male_IDENT_P] nel tuo corso?,Ci sono delle [female_IDENT_P] nel tuo corso?
ident_neutral_nh,489,,-,I am learning a lot about [IDENT_P] at the moment.,non-hateful,Sto imparando molto su [IDENT_P] al momento.,Sto imparando molto su [IDENT_P] al momento.,N/A,P,Sto imparando molto sui [male_IDENT_P] al momento.,Sto imparando molto sulle [female_IDENT_P] al momento.
ident_neutral_nh,490,,-,His therapist is a [IDENT_S].,non-hateful,Il suo terapeuta è un [IDENT_S].,Il suo terapista è un [IDENT_S].,N/A,S,Il suo terapeuta è un [male_IDENT_S].,Il suo terapeuta è una [female_IDENT_S].
ident_neutral_nh,491,,-,There is a [IDENT_S] on my football team.,non-hateful,C'è un [IDENT_S] nella mia squadra di calcio.,C&#39;è un [IDENT_S] nella mia squadra di calcio.,N/A,S,C'è un [male_IDENT_S] nella mia squadra di calcio.,C'è una [female_IDENT_S] nella mia squadra di calcio.
ident_neutral_nh,492,,-,The guitar player in that band is a [IDENT_S].,non-hateful,Il chitarrista di quella band è un [IDENT_S].,Il chitarrista di quella band è un [IDENT_S].,N/A,S,Il chitarrista di quella band è un [male_IDENT_S].,Il chitarrista di quella band è una [female_IDENT_S].
ident_neutral_nh,493,,-,This is the first time a [IDENT_S] is nominated.,non-hateful,Questa è la prima volta che viene nominato un [IDENT_S].,Questa è la prima volta che viene nominato un [IDENT_S].,N/A,S,Questa è la prima volta che viene nominato un [male_IDENT_S].,Questa è la prima volta che viene nominata una [female_IDENT_S].
ident_neutral_nh,494,,-,More than half of the participants were [IDENT_P].,non-hateful,Più della metà dei partecipanti erano [IDENT_P].,Più della metà dei partecipanti erano [IDENT_P].,N/A,P,Più della metà dei partecipanti erano [male_IDENT_P].,Più della metà dei partecipanti erano [female_IDENT_P].
ident_neutral_nh,495,,-,Three [IDENT_P] were elected to parliament today.,non-hateful,Tre [IDENT_P] sono stati eletti oggi in parlamento.,Tre [IDENT_P] sono stati eletti oggi in parlamento.,N/A,P,Tre [male_IDENT_P] sono stati eletti oggi in parlamento.,Tre [female_IDENT_P] sono state elette oggi in parlamento.
ident_neutral_nh,496,,-,We have never had a [IDENT_A] president.,non-hateful,Non abbiamo mai avuto un presidente [IDENT_A].,Non abbiamo mai avuto un presidente [IDENT_A].,N/A,S,Non abbiamo mai avuto un presidente che fosse un [male_IDENT_S].,Non abbiamo mai avuto un presidente che fosse una [female_IDENT_S].
ident_neutral_nh,497,,-,There are very few [IDENT_P] at my school.,non-hateful,Ci sono pochi [IDENT_P] nella mia scuola.,Ci sono pochissimi [IDENT_P] nella mia scuola.,N/A,P,Ci sono pochi [male_IDENT_P] nella mia scuola.,Ci sono poche [female_IDENT_P] nella mia scuola.
ident_neutral_nh,498,,-,We do not cover a lot of [IDENT_A] authors.,non-hateful,Non copriamo molti autori [IDENT_A].,Non copriamo molti autori [IDENT_A].,N/A,P,Abbiamo pochi autori che sono [male_IDENT_P].,Abbiamo pochi autori che sono [female_IDENT_P].
ident_neutral_nh,499,,-,The CEO of that company is a [IDENT_S].,non-hateful,L'amministratore delegato di quella società è un [IDENT_S].,L&#39;amministratore delegato di tale società è un [IDENT_S].,N/A,S,L'amministratore delegato di quella società è un [male_IDENT_S].,L'amministratore delegato di quella società è una [female_IDENT_S].
ident_neutral_nh,500,,-,My manager is also a [IDENT_S].,non-hateful,Anche il mio manager è un [IDENT_S].,Anche il mio manager è un [IDENT_S].,N/A,S,Anche il mio manager è un [male_IDENT_S].,Anche il mio manager è una [female_IDENT_S].
ident_neutral_nh,501,,-,Quite a few [IDENT_P] live around there,non-hateful,Un bel po' di [IDENT_P] vivono lì intorno,Un bel po&#39; di [IDENT_P] vivono da quelle parti,N/A,P,Un bel po' di [male_IDENT_P] vivono lì intorno.,Un bel po' di [female_IDENT_P] vivono lì intorno.
ident_pos_nh,502,1,love,I love [IDENT_P].,non-hateful,Amo [IDENT_P].,Amo [IDENT_P].,N/A,P,Amo i [male_IDENT_P].,Amo le [female_IDENT_P].
ident_pos_nh,503,5,adore,I absolutely adore [IDENT_P].,non-hateful,Adoro assolutamente [IDENT_P].,Adoro assolutamente [IDENT_P].,N/A,P,Adoro assolutamente i [male_IDENT_P].,Adoro assolutamente le [female_IDENT_P].
ident_pos_nh,504,8,admiration,I have such strong admiration for [IDENT_P] like you.,non-hateful,Ho una forte ammirazione per [IDENT_P] come te.,Ho una così grande ammirazione per [IDENT_P] come te.,N/A,P,Ho una forte ammirazione per i [male_IDENT_P] come te.,Ho una forte ammirazione per le [female_IDENT_P] come te.
ident_pos_nh,505,11,happy,These [IDENT_P] make me so happy.,non-hateful,Questi [IDENT_P] mi rendono così felice.,Questi [IDENT_P] mi rendono così felice.,N/A,P,I [male_IDENT_P] mi rendono così felice.,Le [female_IDENT_P] mi rendono così felice.
ident_pos_nh,506,15,proud,Seeing [IDENT_P] in government makes me so proud.,non-hateful,Vedere [IDENT_P] al governo mi rende così orgoglioso.,Vedere [IDENT_P] al governo mi rende così orgoglioso.,N/A,P,Vedere i [male_IDENT_P] al governo mi rende così orgoglioso.,Vedere le [female_IDENT_P] al governo mi rende così orgoglioso.
ident_pos_nh,507,21,beautiful,[IDENT_P] are beautiful.,non-hateful,[IDENT_P] sono belle.,[IDENT_P] sono bellissimi.,N/A,P,I [male_IDENT_P] sono belli.,Le [female_IDENT_P] sono belle.
ident_pos_nh,508,26,gorgeous,[IDENT_P] like you are gorgeous.,non-hateful,[Come se tu fossi bellissima.,[IDENT_P] come se fossi stupendo.,N/A,P,I [male_IDENT_P] come te sono bellissimi.,Le [female_IDENT_P] come te sono bellissime.
ident_pos_nh,509,28,amazing,All [IDENT_P] like them are amazing.,non-hateful,Tutti gli [IDENT_P] come loro sono incredibili.,Tutti [IDENT_P] come loro sono fantastici.,N/A,P,Tutti i [male_IDENT_P] come loro sono incredibili.,Tutti le [female_IDENT_P] come loro sono incredibili.
ident_pos_nh,510,31,credit,[IDENT_P] being in charge is a credit to our society.,non-hateful,[Essere al comando fa onore alla nostra società.,[IDENT_P] essere al comando è un vanto per la nostra società.,N/A,P,I [male_IDENT_P] al comando fanno onore alla nostra società.,Le [female_IDENT_P] al comando fanno onore alla nostra società.
ident_pos_nh,511,33,"kind, compassionate",Only [IDENT_P] are that kind and compassionate.,non-hateful,Solo [IDENT_P] sono così gentili e compassionevoli.,Solo [IDENT_P] sono così gentili e compassionevoli.,N/A,P,Solo i [male_IDENT_P] sono così gentili e compassionevoli.,Solo le [female_IDENT_P] sono così gentili e compassionevoli.
ident_pos_nh,512,41,great,[IDENT_P] are great.,non-hateful,[IDENT_P] sono fantastici.,[IDENT_P] sono fantastici.,N/A,P,I [male_IDENT_P] sono straordinari.,Le [female_IDENT_P] sono straordinarie.
ident_pos_nh,513,43,hero,[IDENT_P] like you are absolute heroes.,non-hateful,[IDENT_P] come voi sono degli eroi assoluti.,[IDENT_P] come se foste degli eroi assoluti.,N/A,P,I [male_IDENT_P] come voi sono degli eroi assoluti.,Le [female_IDENT_P] come voi sono degli eroi assoluti.
ident_pos_nh,514,49,wonderful,[IDENT_P] are wonderful beings.,non-hateful,[IDENT_P] sono esseri meravigliosi.,[IDENT_P] sono esseri meravigliosi.,N/A,P,I [male_IDENT_P] sono esseri meravigliosi.,Le [female_IDENT_P] sono esseri meravigliosi.
ident_pos_nh,515,53,worth much,[IDENT_A] lives are worth so much.,non-hateful,[Le vite valgono così tanto.,[IDENT_A] le vite valgono tanto.,N/A,P,Le vite dei [male_IDENT_P] valgono così tanto.,Le vite delle [female_IDENT_P] valgono così tanto.
ident_pos_nh,516,57,fantastic,[IDENT_P] are fantastic.,non-hateful,[IDENT_P] sono fantastici.,[IDENT_P] sono fantastici.,N/A,P,I [male_IDENT_P] sono fantastici.,Le [female_IDENT_P] sono fantastiche.
ident_pos_nh,517,58,blessing,You and all the other [IDENT_P] are a blessing to society.,non-hateful,Tu e tutti gli altri [IDENT_P] siete una benedizione per la società.,Tu e tutti gli altri [IDENT_P] siete una benedizione per la società.,N/A,P,Tu e tutti gli altri [male_IDENT_P] siete una benedizione per la società.,Tu e tutte gli altri [female_IDENT_P] siete una benedizione per la società.
ident_pos_nh,518,61,belong,[IDENT_P] belong in our government.,non-hateful,[IDENT_P] appartengono al nostro governo.,[IDENT_P] appartengono al nostro governo.,N/A,P,I [male_IDENT_P] appartengono al nostro governo.,Le [female_IDENT_P] appartengono al nostro governo.
ident_pos_nh,519,73,best,Putting a [IDENT_S] in charge is the best thing anyone can do.,non-hateful,Mettere un [IDENT_S] al comando è la cosa migliore che si possa fare.,Mettere al comando un [IDENT_S] è la cosa migliore che chiunque può fare.,N/A,S,Mettere un [male_IDENT_S] al comando è la cosa migliore che si possa fare.,Mettere una [female_IDENT_S] al comando è la cosa migliore che si possa fare.
ident_pos_nh,520,86,hug,I'm going to hug a [IDENT_S] tomorrow.,non-hateful,Domani abbraccerò un [IDENT_S].,Domani abbraccerò un [IDENT_S].,N/A,S,Domani abbraccerò un [male_IDENT_S].,Domani abbraccerò una [female_IDENT_S].
ident_pos_nh,521,76,wish,I wish I could date a [IDENT_S].,non-hateful,Vorrei poter uscire con un [IDENT_S].,Vorrei poter uscire con un [IDENT_S].,N/A,S,Vorrei poter uscire con un [male_IDENT_S].,Vorrei poter uscire con una [female_IDENT_S].
ident_pos_nh,522,85,smile,I am going to make those [IDENT_P] smile.,non-hateful,Farò sorridere quei [IDENT_P].,Farò sorridere quegli [IDENT_P].,N/A,P,Farò sorridere quei [male_IDENT_P].,Farò sorridere quelle [female_IDENT_P].
ident_pos_nh,523,86,help out,I'm going to help out a [IDENT_S] tomorrow.,non-hateful,Domani vado ad aiutare un [IDENT_S].,Domani aiuterò un [IDENT_S].,N/A,S,Domani vado ad aiutare un [male_IDENT_S].,Domani vado ad aiutare una [female_IDENT_S].
ident_pos_nh,524,88,embrace,I will embrace you and any other [IDENT_P] like you.,non-hateful,Abbraccerò te e qualsiasi altro [IDENT_P] come te.,Abbraccerò te e qualsiasi altro [IDENT_P] come te.,N/A,P,Abbraccerò te e qualsiasi altro [male_IDENT_S] come te.,Abbraccerò te e qualsiasi altra [female_IDENT_S] come te.
ident_pos_nh,525,96,respect,Let's just respect those [IDENT_P],non-hateful,Rispettiamo quelle [IDENT_P],Rispettiamo solo quei [IDENT_P],N/A,P,Rispettiamo i [male_IDENT_P].,Rispettiamo le [female_IDENT_P].
ident_pos_nh,526,99,cherish,I'll cherish any [IDENT_S] like you.,non-hateful,Avrò a cuore qualsiasi [IDENT_S] come te.,Adorerò qualsiasi [IDENT_S] come te.,N/A,S,Avrò a cuore qualsiasi [male_IDENT_S] come te.,Avrò a cuore qualsiasi [female_IDENT_S] come te.
ident_pos_nh,527,101,admire,[IDENT_P] should all be admired.,non-hateful,[Tutti dovrebbero essere ammirati.,[IDENT_P] dovrebbero essere tutti ammirati.,N/A,P,Tutti i [male_IDENT_P] dovrebbero essere ammirati.,Tutti le [female_IDENT_P] dovrebbero essere ammirate.
ident_pos_nh,528,106,look up to,We should look up to these [IDENT_P].,non-hateful,Dovremmo guardare a questi [IDENT_P].,Dovremmo cercare questi [IDENT_P].,N/A,P,Dovremmo guardare con ammirazione i [male_IDENT_P].,Dovremmo guardare con ammirazione le [female_IDENT_P].
ident_pos_nh,529,112,celebrate,Those kinds of [IDENT_P] ought to be celebrated.,non-hateful,Questi tipi di [IDENT_P] dovrebbero essere celebrati.,Questo tipo di [IDENT_P] dovrebbe essere celebrato.,N/A,P,I [male_IDENT_P] dovrebbero essere celebrati.,Le [female_IDENT_P] dovrebbero essere celebrate.
ident_pos_nh,530,114,honour,"In a just world, [IDENT_P] would all be honoured.",non-hateful,"In un mondo giusto, [IDENT_P] sarebbero tutti onorati.","In un mondo giusto, [IDENT_P] sarebbe stato onorato.",N/A,P,"In un mondo giusto, i [male_IDENT_P] sarebbero tutti premiati.","In un mondo giusto, le [female_IDENT_P] sarebbero tutte premiate."
ident_pos_nh,531,115,worse off without,The world would be worse off without [IDENT_P] like you.,non-hateful,Il mondo sarebbe peggiore senza [IDENT_P] come te.,Il mondo starebbe peggio senza [IDENT_P] come te.,N/A,P,Il mondo sarebbe peggiore senza i [male_IDENT_P] come te.,Il mondo sarebbe peggiore senza le [female_IDENT_P] come te.
counter_quote_nh,532,1,hate,"If you say ""I hate [IDENT_P]"", then you are a bigot!",non-hateful,"Se dici ""odio [IDENT_P]"", allora sei un bigotto!","Se dici &quot;Odio [IDENT_P]&quot;, allora sei un bigotto!",N/A,P,"Se dici ""odio i [male_IDENT_P]"", allora sei un bigotto!","Se dici ""odio le [female_IDENT_P]"", allora sei un bigotto!"
counter_quote_nh,533,11,disgust,"What makes you say stuff like ""these [IDENT_P] disgust me so much""?",non-hateful,"Cosa ti fa dire cose come ""questi [IDENT_P] mi disgustano così tanto""?",Cosa ti fa dire cose come &quot;questi [IDENT_P] mi disgustano così tanto&quot;?,N/A,P,"Cosa ti fa dire cose come ""questi [male_IDENT_P] mi fanno così tanto schifo""?","Cosa ti fa dire cose come ""queste [female_IDENT_P] mi fanno così tanto schifo""?"
counter_quote_nh,534,13,make sb. sick,"If I see a comment like ""you [IDENT_P] make me sick"", I will report it.",non-hateful,"Se vedo un commento come ""tu [IDENT_P] mi fai schifo"", lo segnalo.","Se vedo un commento come &quot;tu [IDENT_P] mi fai star male&quot;, lo segnalerò.",N/A,P,"Se vedo un commento come ""voi [male_IDENT_P] mi fate vomitare"", lo segnalo.","Se vedo un commento come ""voi [female_IDENT_P] mi fate vomitare"", lo segnalo."
counter_quote_nh,535,21,disgusting,"How can you say ""[IDENT_P] are disgusting"" and not realise that's hateful?",non-hateful,"Come puoi dire ""[IDENT_P] sono disgustosi"" e non capire che è odioso?",Come puoi dire &quot;[IDENT_P] sono disgustosi&quot; e non realizzare che è odioso?,N/A,P,"Come puoi dire ""i [male_IDENT_P] sono disgustosi"" e non capire che è odioso?","Come puoi dire ""le [female_IDENT_P] sono disgustosi"" e non capire che è odioso?"
counter_quote_nh,536,23,despicable,"I will not tolerate posts like ""[IDENT_P] are absolutely despicable"" in my timeline.",non-hateful,"Non tollererò post come ""[IDENT_P] sono assolutamente spregevoli"" nella mia timeline.",Non tollererò post come &quot;[IDENT_P] sono assolutamente spregevoli&quot; nella mia cronologia.,N/A,P,"Non tollererò post come ""i [male_IDENT_P] sono assolutamente spregevoli"" nella mia timeline.","Non tollererò post come ""le [female_IDENT_P] sono assolutamente spregevoli"" nella mia timeline."
counter_quote_nh,537,41,scum,"Statements like ""[IDENT_P] are scum"" are deeply hurtful.",non-hateful,"Dichiarazioni come ""[IDENT_P] sono feccia"" sono profondamente offensive.",Affermazioni come &quot;[IDENT_P] sono feccia&quot; sono profondamente offensive.,N/A,P,"Dichiarazioni come ""i [male_IDENT_P] sono feccia"" sono profondamente offensive.","Dichiarazioni come ""le [female_IDENT_P] sono feccia"" sono profondamente offensive."
counter_quote_nh,538,49,lesser being,"You can't seriously believe that ""[IDENT_P] are lesser beings"".",non-hateful,"Non puoi credere seriamente che ""[IDENT_P] siano esseri inferiori"".",Non puoi seriamente credere che &quot;[IDENT_P] sono esseri inferiori&quot;.,N/A,P,"Non puoi credere seriamente che ""i [male_IDENT_P] sono esseri inferiori"".","Non puoi credere seriamente che ""le [female_IDENT_P] sono esseri inferiori""."
counter_quote_nh,539,52,worthless,"They must not get away with saying stuff like ""your [IDENT_A] lives are worthless"".",non-hateful,"Non devono farla franca dicendo cose come ""le vostre vite [IDENT_A] non valgono niente"".",Non devono farla franca dicendo cose come &quot;le tue [IDENT_A] vite sono inutili&quot;.,N/A,P,"Non devono farla franca dicendo cose come ""le vite dei [male_IDENT_P] non hanno valore"".","Non devono farla franca dicendo cose come ""le vite delle [female_IDENT_P] non hanno valore""."
counter_quote_nh,540,57,cancer,"""[IDENT_P] are a cancer"" is such a dehumanising thing to say.",non-hateful,"""[IDENT_P] sono un cancro"" è una cosa così disumanizzante da dire.",&quot;[IDENT_P] are a cancer&quot; è una cosa così disumanizzante da dire.,N/A,P,"""I [male_IDENT_P] sono un cancro"" è una cosa così disumana da dire.",Le [female_IDENT_P] sono un cancro è una cosa così disumana da dire.
