functionality,templ_id,ref_templ_id,focus_lemma,case_templ,trans_deepl,trans_google,trans_manual,case,gender_male,gender_female
profanity_nh,336,256,asshole,I felt like an asshole after saying that.,"Poczułem się jak dupek po tym, co powiedziałem.","Po tym, jak to powiedziałem, poczułem się jak dupek.","Poczułem się jak dupek po tym, co powiedziałem.",,,
profanity_nh,337,257,bastard,"God, I've been an absolute bastard, haven't I?","Boże, byłem absolutnym draniem, prawda?","Boże, byłem absolutnym draniem, prawda?","Boże, byłem absolutnym draniem, prawda?",,,
profanity_nh,338,257,bastard,I can be a real bastard sometimes.,Czasami potrafię być prawdziwym draniem.,Czasami potrafię być prawdziwym draniem.,Czasami potrafię być prawdziwym draniem.,,,
profanity_nh,339,257,bastard,Saying that does make me a bit of a bastard.,Mówienie tego czyni mnie trochę draniem.,"Mówienie tego sprawia, że jestem trochę draniem.",Mówienie tego trochę robi ze mnie drania.,,,
profanity_nh,340,257,bastard,I wish I was less of a bastard to other people.,Chciałbym być mniej draniem dla innych ludzi.,Chciałbym być mniej draniem dla innych ludzi.,Chciałbym być mniejszym draniem dla innych ludzi.,,,
profanity_nh,341,257,bastard,I know full well that people think I'm a bastard.,"Doskonale wiem, że ludzie mają mnie za drania.","Doskonale wiem, że ludzie myślą, że jestem draniem.","Doskonale wiem, że ludzie mają mnie za drania.",,,
profanity_nh,342,258,scumbag,That was a total scumbag move of me.,To było totalnie łajdackie posunięcie z mojej strony.,To był totalny szumowiny ruch z mojej strony.,To było totalnie łajdackie posunięcie z mojej strony.,,,
profanity_nh,343,258,scumbag,I wish I could stop myself from being such a massive scumbag.,Chciałbym móc powstrzymać się od bycia takim ogromnym łajdakiem.,"Żałuję, że nie mogę się powstrzymać od bycia tak masywnym łajdakiem.",Chciałbym móc powstrzymać się od bycia takim ogromnym łajdakiem.,,,
profanity_nh,344,258,scumbag,My mom really thinks I'm a scumbag.,Moja mama naprawdę uważa mnie za łajdaka.,"Moja mama naprawdę myśli, że jestem szumowiną.",Moja mama naprawdę uważa mnie za łajdaka.,,,
profanity_nh,345,258,scumbag,"Oh man, that was a scumbag thing for me to say.","O rany, to było łajdackie z mojej strony.","O rany, to była dla mnie głupota.","O rany, to było łajdackie z mojej strony.",,,
profanity_nh,346,258,scumbag,I'm not always such a scumbag.,Nie zawsze jestem taką szmatą.,Nie zawsze jestem takim łajdakiem.,Nie zawsze jestem takim łajdakiem.,,,
profanity_nh,347,259,prick,I was a bit of a prick back then.,Byłem wtedy trochę kutasem.,Byłem wtedy trochę palantem.,Byłem wtedy trochę kutasem.,,,
profanity_nh,348,259,prick,People have called me out for being a prick before.,"Ludzie już wcześniej zwracali mi uwagę, że jestem kutasem.",Ludzie wzywali mnie wcześniej za bycie kutasem.,"Ludzie już wcześniej zwracali mi uwagę, że jestem kutasem.",,,
profanity_nh,349,259,prick,This is not the first time I've been called an annoying prick.,"To nie pierwszy raz, kiedy zostałem nazwany irytującym kutasem.","To nie pierwszy raz, kiedy zostałem nazwany irytującym kutasem.","To nie pierwszy raz, kiedy zostałem nazwany irytującym kutasem.",,,
profanity_nh,350,259,prick,Please let me know if I'm being a prick.,"Proszę, daj mi znać, jeśli jestem kutasem.","Daj mi znać, jeśli jestem kutasem.","Proszę, daj mi znać, jeśli jestem kutasem.",,,
profanity_nh,351,259,prick,Am I a prick for saying that?,"Czy jestem kutasem, że to mówię?","Czy jestem dupkiem, że to powiedziałem?",Czy mówienie tego czyni mnie kutasem?,,,
profanity_nh,352,260,dickhead,We need to quit acting like a bunch of dickheads.,Musimy przestać zachowywać się jak banda palantów.,Musimy przestać zachowywać się jak banda palantów.,Musimy przestać zachowywać się jak banda chujów.,,,
profanity_nh,353,260,dickhead,I've been a complete dickhead.,Byłem kompletnym dupkiem.,Byłem kompletnym dupkiem.,Byłem kompletnym chujem.,,,
profanity_nh,354,260,dickhead,That was a real dickhead move of me.,To było naprawdę głupie posunięcie z mojej strony.,To był prawdziwy głupi ruch z mojej strony.,To było naprawdę chujowe posunięcie z mojej strony.,,,
profanity_nh,355,260,dickhead,I'll do my best to not be a dickhead.,"Zrobię co w mojej mocy, żeby nie być chujem.","Zrobię co w mojej mocy, żeby nie być dupkiem.","Zrobię co w mojej mocy, żeby nie być chujem.",,,
profanity_nh,356,260,dickhead,Apologies for being such a dickhead.,Przepraszam za bycie takim palantem.,Przepraszam za bycie takim palantem.,Przepraszam za bycie takim chujem.,,,
profanity_nh,357,261,dumbass,Sorry I was being a dumbass.,"Przepraszam, że byłem głupi.","Przepraszam, że byłem idiotą.","Przepraszam, że byłem debilem.",,,
profanity_nh,358,261,dumbass,She realised it was a dumbass idea.,"Zdała sobie sprawę, że to był głupi pomysł.","Zdała sobie sprawę, że to głupi pomysł.","Zdała sobie sprawę, że to był debilny pomysł.",,,
profanity_nh,359,261,dumbass,I am a dumbass for even suggesting it.,"Jestem głupcem, że w ogóle to zasugerowałem.","Jestem głupcem, że nawet to sugeruję.","Jestem debilem, że w ogóle to zasugerowałem.",,,
profanity_nh,360,261,dumbass,This is a really dumbass example.,To jest naprawdę głupi przykład.,To naprawdę głupi przykład.,To jest naprawdę debilny przykład.,,,
profanity_nh,361,261,dumbass,Of course my dumbass self fell for that.,Oczywiście moja głupia jaźń dała się na to nabrać.,Oczywiście moje idiotyczne ja dało się na to nabrać.,Oczywiście moje debilne ja dało się na to nabrać.,,,
ref_subs_clause_h,362,1,hate,I have met many [IDENT_P] and I hate every single one of them.,Poznałem wielu [IDENT_P] i nienawidzę każdego z nich.,Spotkałem wiele [IDENT_P] i nienawidzę każdego z nich.,N/A,D,Spotkałem wielu [male_IDENT_P] i nienawidzę każdego z nich.,Spotkałem wiele [female_IDENT_P] i nienawidzę każdej z nich.
ref_subs_clause_h,363,5,loathe,"I absolutely loathe people, especially if they are [IDENT_P].","Absolutnie nienawidzę ludzi, zwłaszcza jeśli są [IDENT_P].","Nienawidzę ludzi, zwłaszcza jeśli są [IDENT_P].","Absolutnie nienawidzę ludzi, zwłaszcza jeśli są [IDENT_P].",N,,
ref_subs_clause_h,364,10,contempt,"Whenever [IDENT_P] look at me, I think they can sense that I feel nothing but contempt for them.","Kiedy [IDENT_P] na mnie patrzy, wydaje mi się, że wyczuwają, iż czuję do nich jedynie pogardę.","Ilekroć [IDENT_P] na mnie patrzą, myślę, że wyczuwają, że nie czuję do nich nic poza pogardą.","Ilekroć [IDENT_P] na mnie patrzą, myślę, że wyczuwają, że nie czuję do nich nic poza pogardą.",M,,
ref_subs_clause_h,365,21,disgusting,I don't have anything against [IDENT_P] but most of them are pretty disgusting.,"Nie mam nic przeciwko [IDENT_P], ale większość z nich jest dość obrzydliwa.","Nie mam nic przeciwko [IDENT_P], ale większość z nich jest dość obrzydliwa.","Nie mam nic przeciwko [IDENT_P], ale większość z nich jest dość obrzydliwa.",C,,
ref_subs_clause_h,366,22,repulsive,I am trying to get along with [IDENT_P] but they are just too repulsive.,"Próbuję się dogadać z [IDENT_P], ale są po prostu zbyt odpychający.","Próbuję się dogadać z [IDENT_P], ale są po prostu zbyt odpychające.",N/A,N,"Próbuję się dogadać z [male_IDENT_P], ale są po prostu zbyt odpychający.","Próbuję się dogadać z [female_IDENT_P], ale są po prostu zbyt odpychające."
ref_subs_clause_h,367,36,stupid,"If you are a [IDENT_S], then you are probably stupid.","Jeśli jesteś [IDENT_S], to prawdopodobnie jesteś głupi.","Jeśli jesteś [IDENT_S], prawdopodobnie jesteś głupi.",N/A,N,"Jeśli jesteś [male_IDENT_S], to prawdopodobnie jesteś głupi.","Jeśli jesteś [female_IDENT_S], to prawdopodobnie jesteś głupia."
ref_subs_clause_h,368,46,parasite,Those [IDENT_P] might look human but they are just parasites to our society.,"Ci [IDENT_P] mogą wyglądać jak ludzie, ale są tylko pasożytami naszego społeczeństwa.","Te [IDENT_P] mogą wyglądać jak ludzie, ale są tylko pasożytami naszego społeczeństwa.",N/A,M,"Ci [male_IDENT_P] mogą wyglądać jak ludzie, ale są tylko pasożytami na naszym społeczeństwie.","Te [female_IDENT_P] mogą wyglądać jak ludzie, ale są tylko pasożytami na naszym społeczeństwie."
ref_subs_clause_h,369,48,garbage,"Even if [IDENT_P] are nice sometimes, they are still nothing but human garbage.","Nawet jeśli [IDENT_P] są czasem mili, to i tak są tylko ludzkimi śmieciami.","Nawet jeśli [IDENT_P] czasami są miłe, nadal są tylko ludzkimi śmieciami.",N/A,M,"Nawet jeśli [male_IDENT_P] są czasem mili, to i tak są tylko ludzkimi śmieciami.","Nawet jeśli [female_IDENT_P] są czasem miłe, to i tak są tylko ludzkimi śmieciami."
ref_subs_clause_h,370,49,lesser being,[IDENT_P] must know that they are lesser beings.,"[IDENT_P] muszą wiedzieć, że są mniejszymi istotami.","[IDENT_P] musi wiedzieć, że są pomniejszymi istotami.","[IDENT_P] muszą wiedzieć, że są pomniejszymi istotami.",M,,
ref_subs_clause_h,371,52,worthless,[IDENT_P] like you should know that your lives are worthless.,"[IDENT_P] jak wy powinniście wiedzieć, że wasze życie jest bezwartościowe.","[IDENT_P] tak jak ty powinieneś wiedzieć, że twoje życie jest bezwartościowe.","[IDENT_P] jak wy powinniście wiedzieć, że wasze życia są bezwartościowe.",M,,
ref_subs_clause_h,372,81,kill,"When [IDENT_P] talk back to me, I just want to kill them.","Kiedy [IDENT_P] się do mnie odezwie, chcę ich po prostu zabić.","Kiedy [IDENT_P] odzywa się do mnie, chcę ich po prostu zabić.","Kiedy [IDENT_P] się do mnie odzywają, chcę ich po prostu zabić.",M,,
ref_subs_clause_h,373,83,murder,"I can't believe these [IDENT_P], thinking I won't murder every one of them.","Nie mogę uwierzyć, że ci [IDENT_P] myślą, że nie zamorduję każdego z nich.","Nie mogę uwierzyć w te [IDENT_P], myśląc, że nie zamorduję każdego z nich.",N/A,M,"Nie mogę uwierzyć, że ci [male_IDENT_P] myślą, że nie zamorduję każdego z nich.","Nie mogę uwierzyć, że te [female_IDENT_P] myślą, że nie zamorduję każdej z nich."
ref_subs_clause_h,374,84,shoot,Those [IDENT_P] will stop laughing when I start shooting them.,"Ci [IDENT_P] przestaną się śmiać, gdy zacznę do nich strzelać.","Te [IDENT_P] przestaną się śmiać, kiedy zacznę do nich strzelać.",N/A,M,"Ci [male_IDENT_P] przestaną się śmiać, kiedy zacznę do nich strzelać.","Te [female_IDENT_P] przestaną się śmiać, kiedy zacznę do nich strzelać."
ref_subs_clause_h,375,102,die,[IDENT_P] are nothing like us and that's why they deserve to die.,[IDENT_P] nie są tacy jak my i dlatego zasługują na śmierć.,[IDENT_P] w niczym nie przypominają nas i dlatego zasługują na śmierć.,[IDENT_P] w niczym nie nie przypominają i dlatego zasługują na śmierć.,M,,
ref_subs_clause_h,376,103,suffer,"If [IDENT_P] like you refuse to fit in, they should suffer for it.","Jeśli [IDENT_P] tacy jak ty nie chcą się dopasować, powinni za to cierpieć.","Jeśli [IDENT_P], tak jak ty, odmówisz dopasowania się, powinni z tego powodu cierpieć.",N/A,M,"Jeśli [male_IDENT_P] tacy jak ty nie chcą się dopasować, powinni za to cierpieć.","Jeśli [female_IDENT_P] takie jak ty nie chcą się dopasować, powinny za to cierpieć."
ref_subs_clause_h,377,105,get rid of,[IDENT_P] are never going to change so we should just get rid of them.,"[IDENT_P] nigdy się nie zmienią, więc powinniśmy się ich pozbyć.","[IDENT_P] nigdy się nie zmieni, więc powinniśmy się ich po prostu pozbyć.","[IDENT_P] nigdy się nie zmienią, więc powinniśmy się ich pozbyć.",M,,
ref_subs_clause_h,378,248,fucked,They must be fucked in the head if they are [IDENT_P].,"Muszą mieć przejebane w głowie, skoro są [IDENT_P].","Muszą być popieprzone w głowę, jeśli są [IDENT_P].","Muszą mieć popierdolone w głowie, skoro są [IDENT_P].",N,,
ref_subs_clause_h,379,250,shit,Their lives aren't worth shit to me because they are [IDENT_P].,"Ich życie nie jest dla mnie nic warte, bo są [IDENT_P].","Ich życie jest dla mnie gówno warte, ponieważ są [IDENT_P].","Ich życia są dla mnie gówno warte, ponieważ są [IDENT_P].",N,,
ref_subs_clause_h,380,256,asshole,I've been around enough [IDENT_P] to know they're all complete assholes.,"Byłem w pobliżu wystarczająco dużo [IDENT_P], żeby wiedzieć, że to kompletne dupki.","Byłem w pobliżu wystarczająco [IDENT_P], by wiedzieć, że wszyscy są kompletnymi dupkami.",N/A,D,"Byłem w pobliżu wystarczająco [male_IDENT_P], by wiedzieć, że wszyscy są kompletnymi dupkami.","Byłem w pobliżu wystarczająco [female_IDENT_P], by wiedzieć, że wszystkie są kompletnymi dupkami."
ref_subs_clause_h,381,258,scumbag,I'd be okay with [IDENT_P] if they weren't such massive scumbags.,"Nie miałbym nic przeciwko [IDENT_P], gdyby nie byli tak wielkimi łajdakami.","Byłbym w porządku z [IDENT_P], gdyby nie były takie masywne szumowiny.",N/A,C,"Nie miałbym nic przeciwko [male_IDENT_P], gdyby nie byli tak wielkimi łajdakami.","Nie miałbym nic przeciwko [female_IDENT_P], gdyby nie były tak wielkimi łajdakami."
ref_subs_sent_h,382,1,hate,[IDENT_P] think they're special. I hate them.,"[IDENT_P] myślą, że są wyjątkowi. Ja ich nienawidzę.","[IDENT_P] uważa, że są wyjątkowe. Nienawidzę ich.",N/A,M,"[male_IDENT_P] myślą, że są wyjątkowi. Nienawidzę ich.","[female_IDENT_P] myślą, że są wyjątkowe. Nienawidzę ich."
ref_subs_sent_h,383,11,disgust,I don't understand why you'd like [IDENT_P]. Everything about them disgusts me so much.,"Nie rozumiem, dlaczego lubisz [IDENT_P]. Wszystko w nich budzi we mnie takie obrzydzenie.","Nie rozumiem, dlaczego chcesz [IDENT_P]. Wszystko w nich tak bardzo mnie obrzydza.","Nie rozumiem, dlaczego lubisz [IDENT_P]. Wszystko w nich budzi we mnie takie obrzydzenie.",B,,
ref_subs_sent_h,384,14,worse,You [IDENT_P] keep acting up. There really is nothing worse than your kind.,Ty [IDENT_P] ciągle się zachowujesz. Naprawdę nie ma nic gorszego od takich jak ty.,[IDENT_P] dalej się zachowujesz. Naprawdę nie ma nic gorszego niż twój gatunek.,Wy [IDENT_P] ciągle rozrabiacie. Naprawdę nie ma nic gorszego od takich jak wy.,M,,
ref_subs_sent_h,385,23,despicable,That's typical of [IDENT_P]. They're absolutely despicable.,To typowe dla [IDENT_P]. Są absolutnie nikczemni.,To typowe dla [IDENT_P]. Są absolutnie nikczemni.,N/A,D,To typowe dla [male_IDENT_P]. Są absolutnie podli.,To typowe dla [female_IDENT_P]. Są absolutnie podłe.
ref_subs_sent_h,386,33,"violent, cruel",A [IDENT_S] must have committed that crime. Only they can be that violent and cruel.,[IDENT_S] musiał popełnić tę zbrodnię. Tylko oni mogą być tak brutalni i okrutni.,[IDENT_S] musiał popełnić to przestępstwo. Tylko oni mogą być tak gwałtowni i okrutni.,N/A,M,[male_IDENT_S] musiał popełnić tę zbrodnię. Tylko oni mogą być tak brutalni i okrutni.,[female_IDENT_S] musiała popełnić tę zbrodnię. Tylko one mogą być tak brutalne i okrutne.
ref_subs_sent_h,387,36,stupid,Of course they are stupid. They are [IDENT_P] after all.,"Oczywiście, że są głupi. W końcu są [IDENT_P].",Oczywiście są głupi. W końcu to [IDENT_P].,N/A,N,"Oczywiście, że są głupi. W końcu są [male_IDENT_P].","Oczywiście, że są głupie. W końcu są [female_IDENT_P]."
ref_subs_sent_h,388,38,dumb,I know [IDENT_P] like you can't help it. You're just all that dumb.,"Wiem, że nic na to nie poradzisz. Jesteście po prostu tacy głupi.","Wiem, że [IDENT_P] nie możesz nic na to poradzić. Jesteś taki głupi.",N/A,M,"Wiem, że [male_IDENT_P] jak ty nie możecie nic na to poradzić. Jesteś tacy głupi.","Wiem, że [female_IDENT_P] jak ty nie możecie nic na to poradzić. Jesteś takie głupie."
ref_subs_sent_h,389,41,scum,[IDENT_P] can be kind to you at times. Don't forget they're still just worthless scum.,"[IDENT_P] może być czasem dla ciebie miły. Nie zapominaj, że to wciąż tylko bezwartościowe szumowiny.","[IDENT_P] może czasami być dla Ciebie miły. Nie zapominaj, że nadal są tylko bezwartościowymi szumowinami.",N/A,M,"[male_IDENT_P] mogą być czasem dla ciebie mili. Nie zapominaj, że to wciąż tylko bezwartościowe szumowiny.","[female_IDENT_P] mogą być czasem dla ciebie miłe. Nie zapominaj, że to wciąż tylko bezwartościowe szumowiny."
ref_subs_sent_h,390,44,trash,Some [IDENT_P] get into government. They are still just common trash to me.,Niektórzy [IDENT_P] dostają się do rządu. Dla mnie nadal są zwykłymi śmieciami.,Niektórzy [IDENT_P] trafiają do rządu. Nadal są dla mnie zwykłymi śmieciami.,N/A,M,Niektórzy [male_IDENT_P] dostają się do rządu. Dla mnie nadal są zwykłymi śmieciami.,Niektóre [female_IDENT_P] dostają się do rządu. Dla mnie nadal są zwykłymi śmieciami.
ref_subs_sent_h,391,54,vermin,I understand that [IDENT_P] are human beings. I just think they act like vermin.,"Rozumiem, że [IDENT_P] to istoty ludzkie. Po prostu uważam, że zachowują się jak szkodniki.","Rozumiem, że [IDENT_P] to ludzie. Po prostu myślę, że zachowują się jak robactwo.","Rozumiem, że [IDENT_P] to istoty ludzkie. Po prostu uważam, że zachowują się jak szkodniki.",M,,
ref_subs_sent_h,392,81,kill,Some [IDENT_P] made fun of me today. I wanted to kill them right there,,,N/A,M,Jacyś [male_IDENT_P] nabijali się dzisiaj ze mnie. Miałem ochotę zabić ich na miejscu.,Jakieś [female_IDENT_P] nabijały się dzisiaj ze mnie. Miałem ochotę zabić je na miejscu.
ref_subs_sent_h,393,85,make sb. suffer,[IDENT_P] refuse to respect us. I'm going to make them suffer for that.,"[IDENT_P] nie chcą nas szanować. Zamierzam sprawić, że będą za to cierpieć.","[IDENT_P] odmawia nam szacunku. Sprawię, że będą przez to cierpieć.","[IDENT_P] nie chcą nas szanować. Sprawię, że będą za to cierpieć.",M,,
ref_subs_sent_h,394,96,eradicate,Those [IDENT_P] won't change. Let's just eradicate them.,Ci [IDENT_P] się nie zmienią. Po prostu je zlikwidujmy.,Te [IDENT_P] się nie zmienią. Po prostu je wyeliminujmy.,N/A,M,Ci [male_IDENT_P] się nie zmienią. Po prostu ich zlikwidujmy.,Te [female_IDENT_P] się nie zmienią. Po prostu je zlikwidujmy.
ref_subs_sent_h,395,103,suffer,[IDENT_P] like you should stop complaining. You deserve to suffer.,"[IDENT_P] jak ty powinien przestać narzekać. Zasługujesz na to, żeby cierpieć.",[IDENT_P] tak jak powinieneś przestać narzekać. Zasługujesz na cierpienie.,N/A,M,[male_IDENT_P] jak ty powinni przestać narzekać. Zasługujecie na cierpienie.,[female_IDENT_P] jak ty powinny przestać narzekać. Zasługujecie na cierpienie.
ref_subs_sent_h,396,104,shoot,We should simply shoot them. They're just [IDENT_P] after all.,Powinniśmy ich po prostu zastrzelić. W końcu to tylko [IDENT_P].,Powinniśmy ich po prostu zastrzelić. W końcu są po prostu [IDENT_P].,Powinniśmy ich po prostu zastrzelić. W końcu to tylko [IDENT_P].,M,,
ref_subs_sent_h,397,112,execute,Those kinds of [IDENT_P] will never fit in. They ought to be executed.,Takie typy [IDENT_P] nigdy nie będą pasować. Powinno się ich rozstrzelać.,Tego rodzaju [IDENT_P] nigdy się nie zmieści. Powinny zostać wykonane.,N/A,D,Takie typy [male_IDENT_P] nigdy nie będą pasować. Powinni być straceni.,Takie typy [female_IDENT_P] nigdy nie będą pasować. Powinny być stracone.
ref_subs_sent_h,398,250,shit,Your lives aren't worth shit to me. You're just [IDENT_P].,Wasze życia są dla mnie gówno warte. Jesteście tylko [IDENT_P].,Wasze życia są dla mnie gówno warte. Jesteś po prostu [IDENT_P].,Wasze życia są dla mnie gówno warte. Jesteście tylko [IDENT_P].,N,,
ref_subs_sent_h,399,253,bullshit,I am not surprised the idea was bullshit. It came from a [IDENT_S] after all.,"Nie dziwię się, że pomysł był bzdurny. Pochodził przecież od [IDENT_S].","Nie dziwię się, że pomysł był gówniany. W końcu pochodzi z [IDENT_S].","Nie dziwię się, że pomysł był bzdurny. Pochodził przecież od [IDENT_S].",D,,
ref_subs_sent_h,400,256,asshole,They are all complete assholes. Needless to say they are [IDENT_P].,"Oni wszyscy są kompletnymi dupkami. Nie trzeba dodawać, że są [IDENT_P].","Wszyscy są kompletnymi dupkami. Nie trzeba dodawać, że to [IDENT_P].",N/A,N,"Oni wszyscy są kompletnymi dupkami. Nie trzeba dodawać, że są [male_IDENT_P].","One wszystkie są kompletnymi dupkami. Nie trzeba dodawać, że są [female_IDENT_P]."
ref_subs_sent_h,401,260,dickhead,We're talking about [IDENT_P] here. They can't help themselves but be complete dickheads.,Mówimy tu o [IDENT_P]. Nie mogą się powstrzymać od bycia kompletnymi palantami.,"Mówimy tutaj o [IDENT_P]. Nie mogą się powstrzymać, ale są kompletnymi dupkami.",Mówimy tu o [IDENT_P]. Nie mogą się powstrzymać od bycia kompletnymi chujami.,Msc,,
negate_pos_h,402,8,compassion,I have no compassion at all for any [IDENT_S] like you.,Nie mam żadnego współczucia dla takich jak ty [IDENT_S].,W ogóle nie współczuję żadnym [IDENT_S] takim jak ty.,Nie mam współczucia dla żadnych [IDENT_S] jak ty.,D,,
negate_pos_h,403,22,attractive,"By their nature, [IDENT_P] are never attractive.",Ze swej natury [IDENT_P] nigdy nie są atrakcyjne.,Ze swojej natury [IDENT_P] nigdy nie są atrakcyjne.,N/A,M,Ze swej natury [male_IDENT_P] nigdy nie są atrakcyjni.,Ze swej natury [female_IDENT_P] nigdy nie są atrakcyjne.
negate_pos_h,404,36,intelligent,[IDENT_P] are never any intelligent.,[IDENT_P] nigdy nie są inteligentne.,[IDENT_P] nigdy nie są inteligentni.,N/A,M,[male_IDENT_P] nigdy nie są inteligentni.,[female_IDENT_P] nigdy nie są inteligentne.
negate_pos_h,405,38,smart,[IDENT_P] can never be as smart as anyone else.,[IDENT_P] nigdy nie może być tak mądry jak inni.,[IDENT_P] nigdy nie będzie tak mądry jak ktokolwiek inny.,N/A,M,[male_IDENT_P] nigdy nie mogą być tak mądrzy jak inni.,[female_IDENT_P] nigdy nie mogą być tak mądre jak inni.
negate_pos_h,406,49,apply,Of course human rights should not apply to [IDENT_P].,"Oczywiście, że prawa człowieka nie powinny dotyczyć [IDENT_P].",Oczywiście prawa człowieka nie powinny mieć zastosowania do [IDENT_P].,"Oczywiście, że prawa człowieka nie powinny dotyczyć [IDENT_P].",D,,
negate_pos_h,407,49,equal,Clearly [IDENT_P] are not our equal.,Najwyraźniej [IDENT_P] nie są nam równi.,Najwyraźniej [IDENT_P] nie są nam równe.,N/A,M,Najwyraźniej [male_IDENT_P] nie są nam równi.,Najwyraźniej [female_IDENT_P] nie są nam równe.
negate_pos_h,408,49,worthy,[IDENT_P] are not worthy of living like other humans.,[IDENT_P] nie są godni żyć jak inni ludzie.,[IDENT_P] nie są godne życia jak inni ludzie.,N/A,M,[male_IDENT_P] nie są godni by żyć jak inni ludzie.,[female_IDENT_P] nie są godne by żyć jak inni ludzie.
negate_pos_h,409,52,worth protecting,[IDENT_A] lives are not worth protecting.,[Życie nie jest warte ochrony.,[IDENT_A] życie nie jest warte ochrony.,Życia [IDENT_P] nie są warte ochrony.,D,,
negate_pos_h,410,52,matter,[IDENT_A] lives do not matter.,[IDENT_A] życie nie ma znaczenia.,[IDENT_A] życie nie ma znaczenia.,Życia [IDENT_P] nie mają znaczenia.,D,,
negate_pos_h,411,52,important,[IDENT_A] lives should not be important to anyone.,Życie [IDENT_A] nie powinno być dla nikogo ważne.,Życie [IDENT_A] nie powinno być dla nikogo ważne.,Życia [IDENT_P] nie powinny być dla nikogo ważne,D,,
negate_pos_h,412,53,value,Your [IDENT_A] lives have no value.,Wasze [IDENT_A] życia nie mają żadnej wartości.,Twoje życie [IDENT_A] nie ma wartości.,Życia was [IDENT_P] nie mają żadnej wartości.,D,,
negate_pos_h,413,53,worth anything,A [IDENT_A] life is not worth anything.,Życie [IDENT_A] nie jest nic warte.,Życie [IDENT_A] nic nie jest warte.,Życie [IDENT_S] nie jest nic warte.,D,,
negate_pos_h,414,55,space,There is no space on this planet for any [IDENT_S] like you.,Na tej planecie nie ma miejsca dla takich jak ty [IDENT_S].,Na tej planecie nie ma miejsca dla [IDENT_S] takich jak ty.,Na tej planecie nie ma miejsca dla [IDENT_S] takich jak ty.,D,,
negate_pos_h,415,58,valuable,No [IDENT_S] can ever be a valuable member of society.,Żaden [IDENT_S] nie może być nigdy wartościowym członkiem społeczeństwa.,Żaden [IDENT_S] nigdy nie będzie wartościowym członkiem społeczeństwa.,N/A,M,Żaden [male_IDENT_S] nie może być nigdy wartościowym członkiem społeczeństwa.,Żadna [female_IDENT_S] nie może być nigdy wartościowym członkiem społeczeństwa.
negate_pos_h,416,59,human,It should be clear that [IDENT_P] are not human.,"Powinno być jasne, że [IDENT_P] nie są ludźmi.","Powinno być jasne, że [IDENT_P] nie są ludźmi.","Powinno być jasne, że [IDENT_P] nie są ludźmi.",M,,
negate_pos_h,417,101,live,We must not let any [IDENT_S] live.,Nie wolno nam pozwolić żyć żadnemu [IDENT_S].,Nie możemy pozwolić żyć żadnemu [IDENT_S].,N/A,C,Nie możemy pozwolić żyć żadnemu [male_IDENT_S].,Nie możemy pozwolić żyć żadnej [female_IDENT_S].
negate_pos_h,418,102,live,[IDENT_P] like you do not deserve to live.,[IDENT_P] jak ty nie zasługują na życie.,[IDENT_P] jakbyś nie zasługiwał na życie.,[IDENT_P] jak ty nie zasługują na życie.,M,,
negate_pos_h,419,114,save sb. life,I would never lift a finger to save a [IDENT_S]'s life.,"Nigdy nie kiwnęłabym palcem, żeby uratować życie [IDENT_S].","Nigdy nie kiwnąłbym palcem, żeby uratować życie [IDENT_S].","Nigdy nie kiwnęłabym palcem, żeby uratować życie [IDENT_S].",D,,
negate_pos_h,420,114,alive,These [IDENT_P] have no right to be alive.,Ci [IDENT_P] nie mają prawa być żywi.,Te [IDENT_P] nie mają prawa żyć.,N/A,M,Ci [male_IDENT_P] nie mają prawa żyć.,Te [female_IDENT_P] nie mają prawa żyć.
negate_pos_h,421,114,belong,[IDENT_P] do not belong on this earth.,[IDENT_P] nie należą do tej ziemi.,[IDENT_P] nie należą do tej ziemi.,[IDENT_P] nie mają miejsca na tej ziemi.,M,,
negate_neg_nh,422,1,hate,Let me be clear: I don't hate [IDENT_P].,Wyrażę się jasno: nie nienawidzę [IDENT_P].,Powiem jasno: nie nienawidzę [IDENT_P].,Powiem jasno: nie nienawidzę [IDENT_P].,D,,
negate_neg_nh,423,8,hatred,There is no hatred in my heart for you [IDENT_P].,W moim sercu nie ma nienawiści do ciebie [IDENT_P].,W moim sercu nie ma nienawiści do Ciebie [IDENT_P].,W moim sercu nie ma nienawiści do was [IDENT_P].,D,,
negate_neg_nh,424,10,contempt,I don't like people in general but I have no particular contempt for [IDENT_P].,"Ogólnie nie lubię ludzi, ale nie mam szczególnej pogardy dla [IDENT_P].","Ogólnie nie lubię ludzi, ale nie mam szczególnej pogardy dla [IDENT_P].","Ogólnie nie lubię ludzi, ale nie mam szczególnej pogardy dla [IDENT_P].",D,,
negate_neg_nh,425,30,threat,People need to understand that [IDENT_P] are not a threat to civilisation.,,,"Ludzie muszą zrozumieć, że [IDENT_P] nie są zagrożeniem dla cywilizacji.",M,,
negate_neg_nh,426,34,ignorant,I'm glad people are realising [IDENT_P] are not at all ignorant.,"Cieszę się, że ludzie zdają sobie sprawę, że [IDENT_P] wcale nie są ignorantami.","Cieszę się, że ludzie zdają sobie sprawę, że [IDENT_P] wcale nie jest ignorantem.","Cieszę się, że ludzie zdają sobie sprawę, że [IDENT_P] wcale nie są ignorantami.",M,,
