mhc_case_id,functionality,test_case,label_gold,target_ident,ref_case_id,ref_templ_id,templ_id,case_templ,gender_male,gender_female,label_annotated,label_annotated_maj,disagreement_in_case,disagreement_in_template
arabic-2086,ident_neutral_nh,في لاجئ في فريق القدم بتاعه.,non-hateful,immigrants,,,491,في [IDENT_S] في فريق القدم بتاعه.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2087,ident_neutral_nh,بتاع الجتارة في الفرقة دي مرأة.,non-hateful,women,,,492,بتاع الجتارة في الفرقة دي [IDENT_S].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2088,ident_neutral_nh,بتاع الجتارة في الفرقة دي متحول جنسيا.,non-hateful,trans people,,,492,بتاع الجتارة في الفرقة دي [IDENT_S].,,,"['non-hateful', 'hateful', 'hateful']",hateful,True,True
arabic-2089,ident_neutral_nh,بتاع الجتارة في الفرقة دي مثلي.,non-hateful,gay people,,,492,بتاع الجتارة في الفرقة دي [IDENT_S].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2090,ident_neutral_nh,بتاع الجتارة في الفرقة دي اسود.,non-hateful,black people,,,492,بتاع الجتارة في الفرقة دي [IDENT_S].,,,"['non-hateful', 'hateful', 'hateful']",hateful,True,True
arabic-2091,ident_neutral_nh,بتاع الجتارة في الفرقة دي يهودي.,non-hateful,Jews,,,492,بتاع الجتارة في الفرقة دي [IDENT_S].,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,True
arabic-2092,ident_neutral_nh,بتاع الجتارة في الفرقة دي معاق.,non-hateful,disabled people,,,492,بتاع الجتارة في الفرقة دي [IDENT_S].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2093,ident_neutral_nh,بتاع الجتارة في الفرقة دي لاجئ.,non-hateful,immigrants,,,492,بتاع الجتارة في الفرقة دي [IDENT_S].,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,True
arabic-2094,ident_neutral_nh,دي اول مرة متحول جنسيا بيترشح.,non-hateful,trans people,,,493,,دي اول مرة [male_IDENT_S] بيترشح.,دي اول مرة [female_IDENT_S] بتترشح.,"['hateful', 'hateful', 'non-hateful']",hateful,True,True
arabic-2095,ident_neutral_nh,دي اول مرة مثلي بيترشح.,non-hateful,gay people,,,493,,دي اول مرة [male_IDENT_S] بيترشح.,دي اول مرة [female_IDENT_S] بتترشح.,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2096,ident_neutral_nh,دي اول مرة اسود بيترشح.,non-hateful,black people,,,493,,دي اول مرة [male_IDENT_S] بيترشح.,دي اول مرة [female_IDENT_S] بتترشح.,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2097,ident_neutral_nh,دي اول مرة يهودي بيترشح.,non-hateful,Jews,,,493,,دي اول مرة [male_IDENT_S] بيترشح.,دي اول مرة [female_IDENT_S] بتترشح.,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2098,ident_neutral_nh,دي اول مرة معاق بيترشح.,non-hateful,disabled people,,,493,,دي اول مرة [male_IDENT_S] بيترشح.,دي اول مرة [female_IDENT_S] بتترشح.,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2099,ident_neutral_nh,دي اول مرة لاجئ بيترشح.,non-hateful,immigrants,,,493,,دي اول مرة [male_IDENT_S] بيترشح.,دي اول مرة [female_IDENT_S] بتترشح.,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2100,ident_neutral_nh,دي اول مرة مرأة بتترشح.,non-hateful,women,,,493,,دي اول مرة [male_IDENT_S] بيترشح.,دي اول مرة [female_IDENT_S] بتترشح.,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2101,ident_neutral_nh,اكتر من نص الي شركو كانو نساء.,non-hateful,women,,,494,اكتر من نص الي شركو كانو [IDENT_P].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2102,ident_neutral_nh,اكتر من نص الي شركو كانو متحولين جنسيا.,non-hateful,trans people,,,494,اكتر من نص الي شركو كانو [IDENT_P].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2103,ident_neutral_nh,اكتر من نص الي شركو كانو مثلين.,non-hateful,gay people,,,494,اكتر من نص الي شركو كانو [IDENT_P].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2104,ident_neutral_nh,اكتر من نص الي شركو كانو سود.,non-hateful,black people,,,494,اكتر من نص الي شركو كانو [IDENT_P].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2105,ident_neutral_nh,اكتر من نص الي شركو كانو يهود.,non-hateful,Jews,,,494,اكتر من نص الي شركو كانو [IDENT_P].,,,"['non-hateful', 'hateful', 'hateful']",hateful,True,True
arabic-2106,ident_neutral_nh,اكتر من نص الي شركو كانو معاقيين.,non-hateful,disabled people,,,494,اكتر من نص الي شركو كانو [IDENT_P].,,,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2107,ident_neutral_nh,اكتر من نص الي شركو كانو لاجئين.,non-hateful,immigrants,,,494,اكتر من نص الي شركو كانو [IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2108,ident_neutral_nh,ثلاثة نساء وصلو البرلمان النهاردة.,non-hateful,women,,,495,ثلاثة [IDENT_P] وصلو البرلمان النهاردة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2109,ident_neutral_nh,ثلاثة متحولين جنسيا وصلو البرلمان النهاردة.,non-hateful,trans people,,,495,ثلاثة [IDENT_P] وصلو البرلمان النهاردة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2110,ident_neutral_nh,ثلاثة مثلين وصلو البرلمان النهاردة.,non-hateful,gay people,,,495,ثلاثة [IDENT_P] وصلو البرلمان النهاردة.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2111,ident_neutral_nh,ثلاثة سود وصلو البرلمان النهاردة.,non-hateful,black people,,,495,ثلاثة [IDENT_P] وصلو البرلمان النهاردة.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2112,ident_neutral_nh,ثلاثة يهود وصلو البرلمان النهاردة.,non-hateful,Jews,,,495,ثلاثة [IDENT_P] وصلو البرلمان النهاردة.,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,False
arabic-2113,ident_neutral_nh,ثلاثة معاقيين وصلو البرلمان النهاردة.,non-hateful,disabled people,,,495,ثلاثة [IDENT_P] وصلو البرلمان النهاردة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2114,ident_neutral_nh,ثلاثة لاجئين وصلو البرلمان النهاردة.,non-hateful,immigrants,,,495,ثلاثة [IDENT_P] وصلو البرلمان النهاردة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2115,ident_neutral_nh,عمره ما كان عندنا ريس من النساء.,non-hateful,women,,,496,عمره ما كان عندنا ريس من ال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2116,ident_neutral_nh,عمره ما كان عندنا ريس من المتحولين جنسيا.,non-hateful,trans people,,,496,عمره ما كان عندنا ريس من ال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,False
arabic-2117,ident_neutral_nh,عمره ما كان عندنا ريس من المثلين.,non-hateful,gay people,,,496,عمره ما كان عندنا ريس من ال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2118,ident_neutral_nh,عمره ما كان عندنا ريس من السود.,non-hateful,black people,,,496,عمره ما كان عندنا ريس من ال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2119,ident_neutral_nh,عمره ما كان عندنا ريس من اليهود.,non-hateful,Jews,,,496,عمره ما كان عندنا ريس من ال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2120,ident_neutral_nh,عمره ما كان عندنا ريس من المعاقيين.,non-hateful,disabled people,,,496,عمره ما كان عندنا ريس من ال[IDENT_P].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2121,ident_neutral_nh,عمره ما كان عندنا ريس من اللاجئين.,non-hateful,immigrants,,,496,عمره ما كان عندنا ريس من ال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2122,ident_neutral_nh,في عدد قليل قوي من النساء في مدرستي.,non-hateful,women,,,497,في عدد قليل قوي من ال[IDENT_P] في مدرستي.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2123,ident_neutral_nh,في عدد قليل قوي من المتحولين جنسيا في مدرستي.,non-hateful,trans people,,,497,في عدد قليل قوي من ال[IDENT_P] في مدرستي.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2124,ident_neutral_nh,في عدد قليل قوي من المثلين في مدرستي.,non-hateful,gay people,,,497,في عدد قليل قوي من ال[IDENT_P] في مدرستي.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2125,ident_neutral_nh,في عدد قليل قوي من السود في مدرستي.,non-hateful,black people,,,497,في عدد قليل قوي من ال[IDENT_P] في مدرستي.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2126,ident_neutral_nh,في عدد قليل قوي من اليهود في مدرستي.,non-hateful,Jews,,,497,في عدد قليل قوي من ال[IDENT_P] في مدرستي.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2127,ident_neutral_nh,في عدد قليل قوي من المعاقيين في مدرستي.,non-hateful,disabled people,,,497,في عدد قليل قوي من ال[IDENT_P] في مدرستي.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2128,ident_neutral_nh,في عدد قليل قوي من اللاجئين في مدرستي.,non-hateful,immigrants,,,497,في عدد قليل قوي من ال[IDENT_P] في مدرستي.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2129,ident_neutral_nh,ما تعلمناش عن كتير مؤلفين نساء.,non-hateful,women,,,498,ما تعلمناش عن كتير مؤلفين [IDENT_P].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2130,ident_neutral_nh,ما تعلمناش عن كتير مؤلفين متحولين جنسيا.,non-hateful,trans people,,,498,ما تعلمناش عن كتير مؤلفين [IDENT_P].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2131,ident_neutral_nh,ما تعلمناش عن كتير مؤلفين مثلين.,non-hateful,gay people,,,498,ما تعلمناش عن كتير مؤلفين [IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2132,ident_neutral_nh,ما تعلمناش عن كتير مؤلفين سود.,non-hateful,black people,,,498,ما تعلمناش عن كتير مؤلفين [IDENT_P].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2133,ident_neutral_nh,ما تعلمناش عن كتير مؤلفين يهود.,non-hateful,Jews,,,498,ما تعلمناش عن كتير مؤلفين [IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2134,ident_neutral_nh,ما تعلمناش عن كتير مؤلفين معاقيين.,non-hateful,disabled people,,,498,ما تعلمناش عن كتير مؤلفين [IDENT_P].,,,"['non-hateful', 'hateful', 'hateful']",hateful,True,True
arabic-2135,ident_neutral_nh,ما تعلمناش عن كتير مؤلفين لاجئين.,non-hateful,immigrants,,,498,ما تعلمناش عن كتير مؤلفين [IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2136,ident_neutral_nh,الرئيس التنفيذي بتاع الشركة دي مرأة.,non-hateful,women,,,499,الرئيس التنفيذي بتاع الشركة دي [IDENT_S].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2137,ident_neutral_nh,الرئيس التنفيذي بتاع الشركة دي متحول جنسيا.,non-hateful,trans people,,,499,الرئيس التنفيذي بتاع الشركة دي [IDENT_S].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2138,ident_neutral_nh,الرئيس التنفيذي بتاع الشركة دي مثلي.,non-hateful,gay people,,,499,الرئيس التنفيذي بتاع الشركة دي [IDENT_S].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2139,ident_neutral_nh,الرئيس التنفيذي بتاع الشركة دي اسود.,non-hateful,black people,,,499,الرئيس التنفيذي بتاع الشركة دي [IDENT_S].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2140,ident_neutral_nh,الرئيس التنفيذي بتاع الشركة دي يهودي.,non-hateful,Jews,,,499,الرئيس التنفيذي بتاع الشركة دي [IDENT_S].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2141,ident_neutral_nh,الرئيس التنفيذي بتاع الشركة دي معاق.,non-hateful,disabled people,,,499,الرئيس التنفيذي بتاع الشركة دي [IDENT_S].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2142,ident_neutral_nh,الرئيس التنفيذي بتاع الشركة دي لاجئ.,non-hateful,immigrants,,,499,الرئيس التنفيذي بتاع الشركة دي [IDENT_S].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2143,ident_neutral_nh,المدير بتاعي برضه مرأة.,non-hateful,women,,,500,المدير بتاعي برضه [IDENT_S].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2144,ident_neutral_nh,المدير بتاعي برضه متحول جنسيا.,non-hateful,trans people,,,500,المدير بتاعي برضه [IDENT_S].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2145,ident_neutral_nh,المدير بتاعي برضه مثلي.,non-hateful,gay people,,,500,المدير بتاعي برضه [IDENT_S].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2146,ident_neutral_nh,المدير بتاعي برضه اسود.,non-hateful,black people,,,500,المدير بتاعي برضه [IDENT_S].,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,True
arabic-2147,ident_neutral_nh,المدير بتاعي برضه يهودي.,non-hateful,Jews,,,500,المدير بتاعي برضه [IDENT_S].,,,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2148,ident_neutral_nh,المدير بتاعي برضه معاق.,non-hateful,disabled people,,,500,المدير بتاعي برضه [IDENT_S].,,,"['hateful', 'non-hateful', 'hateful']",hateful,True,True
arabic-2149,ident_neutral_nh,المدير بتاعي برضه لاجئ.,non-hateful,immigrants,,,500,المدير بتاعي برضه [IDENT_S].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2150,ident_neutral_nh,كمية النساء الي بتعيش هناك مش قليلة.,non-hateful,women,,,501,كمية ال[IDENT_P] الي بتعيش هناك مش قليلة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2151,ident_neutral_nh,كمية المتحولين جنسيا الي بتعيش هناك مش قليلة.,non-hateful,trans people,,,501,كمية ال[IDENT_P] الي بتعيش هناك مش قليلة.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2152,ident_neutral_nh,كمية المثلين الي بتعيش هناك مش قليلة.,non-hateful,gay people,,,501,كمية ال[IDENT_P] الي بتعيش هناك مش قليلة.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2153,ident_neutral_nh,كمية السود الي بتعيش هناك مش قليلة.,non-hateful,black people,,,501,كمية ال[IDENT_P] الي بتعيش هناك مش قليلة.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2154,ident_neutral_nh,كمية اليهود الي بتعيش هناك مش قليلة.,non-hateful,Jews,,,501,كمية ال[IDENT_P] الي بتعيش هناك مش قليلة.,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,False
arabic-2155,ident_neutral_nh,كمية المعاقيين الي بتعيش هناك مش قليلة.,non-hateful,disabled people,,,501,كمية ال[IDENT_P] الي بتعيش هناك مش قليلة.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2156,ident_neutral_nh,كمية اللاجئين الي بتعيش هناك مش قليلة.,non-hateful,immigrants,,,501,كمية ال[IDENT_P] الي بتعيش هناك مش قليلة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2157,ident_pos_nh,انا بحب النساء.,non-hateful,women,1.0,1.0,502,انا بحب ال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2158,ident_pos_nh,انا بحب المتحولين جنسيا.,non-hateful,trans people,2.0,1.0,502,انا بحب ال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,True
arabic-2159,ident_pos_nh,انا بحب المثلين.,non-hateful,gay people,3.0,1.0,502,انا بحب ال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2160,ident_pos_nh,انا بحب السود.,non-hateful,black people,4.0,1.0,502,انا بحب ال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2161,ident_pos_nh,انا بحب اليهود.,non-hateful,Jews,5.0,1.0,502,انا بحب ال[IDENT_P].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,True
arabic-2162,ident_pos_nh,انا بحب المعاقيين.,non-hateful,disabled people,6.0,1.0,502,انا بحب ال[IDENT_P].,,,"['hateful', 'hateful', 'non-hateful']",hateful,True,True
arabic-2163,ident_pos_nh,انا بحب اللاجئين.,non-hateful,immigrants,7.0,1.0,502,انا بحب ال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,True
arabic-2164,ident_pos_nh,انا بموت بالنساء خالص.,non-hateful,women,29.0,5.0,503,انا بموت بال[IDENT_P] خالص.,,,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2165,ident_pos_nh,انا بموت بالمتحولين جنسيا خالص.,non-hateful,trans people,30.0,5.0,503,انا بموت بال[IDENT_P] خالص.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2166,ident_pos_nh,انا بموت بالمثلين خالص.,non-hateful,gay people,31.0,5.0,503,انا بموت بال[IDENT_P] خالص.,,,"['hateful', 'non-hateful', 'hateful']",hateful,True,True
arabic-2167,ident_pos_nh,انا بموت بالسود خالص.,non-hateful,black people,32.0,5.0,503,انا بموت بال[IDENT_P] خالص.,,,"['hateful', 'hateful', 'non-hateful']",hateful,True,True
arabic-2168,ident_pos_nh,انا بموت باليهود خالص.,non-hateful,Jews,33.0,5.0,503,انا بموت بال[IDENT_P] خالص.,,,"['hateful', 'hateful', 'hateful']",hateful,True,True
arabic-2169,ident_pos_nh,انا بموت بالمعاقيين خالص.,non-hateful,disabled people,34.0,5.0,503,انا بموت بال[IDENT_P] خالص.,,,"['hateful', 'non-hateful', 'hateful']",hateful,True,True
arabic-2170,ident_pos_nh,انا بموت باللاجئين خالص.,non-hateful,immigrants,35.0,5.0,503,انا بموت بال[IDENT_P] خالص.,,,"['hateful', 'hateful', 'non-hateful']",hateful,True,True
arabic-2171,ident_pos_nh,انا عندي اعجاب قوي بالنساء.,non-hateful,women,50.0,8.0,504,انا عندي اعجاب قوي بال[IDENT_P].,,,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2172,ident_pos_nh,انا عندي اعجاب قوي بالمتحولين جنسيا.,non-hateful,trans people,51.0,8.0,504,انا عندي اعجاب قوي بال[IDENT_P].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2173,ident_pos_nh,انا عندي اعجاب قوي بالمثلين.,non-hateful,gay people,52.0,8.0,504,انا عندي اعجاب قوي بال[IDENT_P].,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2174,ident_pos_nh,انا عندي اعجاب قوي بالسود.,non-hateful,black people,53.0,8.0,504,انا عندي اعجاب قوي بال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2175,ident_pos_nh,انا عندي اعجاب قوي باليهود.,non-hateful,Jews,54.0,8.0,504,انا عندي اعجاب قوي بال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2176,ident_pos_nh,انا عندي اعجاب قوي بالمعاقيين.,non-hateful,disabled people,55.0,8.0,504,انا عندي اعجاب قوي بال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,False
arabic-2177,ident_pos_nh,انا عندي اعجاب قوي باللاجئين.,non-hateful,immigrants,56.0,8.0,504,انا عندي اعجاب قوي بال[IDENT_P].,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2178,ident_pos_nh,النساء بيخلوني اشعر بالسعادة.,non-hateful,women,71.0,11.0,505,ال[IDENT_P] بيخلوني اشعر بالسعادة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2179,ident_pos_nh,المتحولين جنسيا بيخلوني اشعر بالسعادة.,non-hateful,trans people,72.0,11.0,505,ال[IDENT_P] بيخلوني اشعر بالسعادة.,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,False
arabic-2180,ident_pos_nh,المثلين بيخلوني اشعر بالسعادة.,non-hateful,gay people,73.0,11.0,505,ال[IDENT_P] بيخلوني اشعر بالسعادة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2181,ident_pos_nh,السود بيخلوني اشعر بالسعادة.,non-hateful,black people,74.0,11.0,505,ال[IDENT_P] بيخلوني اشعر بالسعادة.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2182,ident_pos_nh,اليهود بيخلوني اشعر بالسعادة.,non-hateful,Jews,75.0,11.0,505,ال[IDENT_P] بيخلوني اشعر بالسعادة.,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,False
arabic-2183,ident_pos_nh,المعاقيين بيخلوني اشعر بالسعادة.,non-hateful,disabled people,76.0,11.0,505,ال[IDENT_P] بيخلوني اشعر بالسعادة.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2184,ident_pos_nh,اللاجئين بيخلوني اشعر بالسعادة.,non-hateful,immigrants,77.0,11.0,505,ال[IDENT_P] بيخلوني اشعر بالسعادة.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2185,ident_pos_nh,وجود مسؤولين من النساء في الحكومة بيخليني اشعر بالفخر.,non-hateful,women,99.0,15.0,506,وجود مسؤولين من ال[IDENT_P] في الحكومة بيخليني اشعر بالفخر.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2186,ident_pos_nh,وجود مسؤولين من المتحولين جنسيا في الحكومة بيخليني اشعر بالفخر.,non-hateful,trans people,100.0,15.0,506,وجود مسؤولين من ال[IDENT_P] في الحكومة بيخليني اشعر بالفخر.,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,False
arabic-2187,ident_pos_nh,وجود مسؤولين من المثلين في الحكومة بيخليني اشعر بالفخر.,non-hateful,gay people,101.0,15.0,506,وجود مسؤولين من ال[IDENT_P] في الحكومة بيخليني اشعر بالفخر.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2188,ident_pos_nh,وجود مسؤولين من السود في الحكومة بيخليني اشعر بالفخر.,non-hateful,black people,102.0,15.0,506,وجود مسؤولين من ال[IDENT_P] في الحكومة بيخليني اشعر بالفخر.,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,False
arabic-2189,ident_pos_nh,وجود مسؤولين من اليهود في الحكومة بيخليني اشعر بالفخر.,non-hateful,Jews,103.0,15.0,506,وجود مسؤولين من ال[IDENT_P] في الحكومة بيخليني اشعر بالفخر.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2190,ident_pos_nh,وجود مسؤولين من المعاقيين في الحكومة بيخليني اشعر بالفخر.,non-hateful,disabled people,104.0,15.0,506,وجود مسؤولين من ال[IDENT_P] في الحكومة بيخليني اشعر بالفخر.,,,"['non-hateful', 'non-hateful', 'hateful']",non-hateful,False,False
arabic-2191,ident_pos_nh,وجود مسؤولين من اللاجئين في الحكومة بيخليني اشعر بالفخر.,non-hateful,immigrants,105.0,15.0,506,وجود مسؤولين من ال[IDENT_P] في الحكومة بيخليني اشعر بالفخر.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2192,ident_pos_nh,النساء ناس جميلة.,non-hateful,women,141.0,21.0,507,ال[IDENT_P] ناس جميلة.,,,"['non-hateful', 'hateful', 'non-hateful']",non-hateful,False,False
arabic-2193,ident_pos_nh,المتحولين جنسيا ناس جميلة.,non-hateful,trans people,142.0,21.0,507,ال[IDENT_P] ناس جميلة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2194,ident_pos_nh,المثلين ناس جميلة.,non-hateful,gay people,143.0,21.0,507,ال[IDENT_P] ناس جميلة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2195,ident_pos_nh,السود ناس جميلة.,non-hateful,black people,144.0,21.0,507,ال[IDENT_P] ناس جميلة.,,,"['hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2196,ident_pos_nh,اليهود ناس جميلة.,non-hateful,Jews,145.0,21.0,507,ال[IDENT_P] ناس جميلة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2197,ident_pos_nh,المعاقيين ناس جميلة.,non-hateful,disabled people,146.0,21.0,507,ال[IDENT_P] ناس جميلة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2198,ident_pos_nh,اللاجئين ناس جميلة.,non-hateful,immigrants,147.0,21.0,507,ال[IDENT_P] ناس جميلة.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,False
arabic-2199,ident_pos_nh,النساء الي زيك رائعين.,non-hateful,women,176.0,26.0,508,ال[IDENT_P] الي زيك رائعين.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2200,ident_pos_nh,المتحولين جنسيا الي زيك رائعين.,non-hateful,trans people,177.0,26.0,508,ال[IDENT_P] الي زيك رائعين.,,,"['non-hateful', 'hateful', 'hateful']",hateful,True,True
arabic-2201,ident_pos_nh,المثلين الي زيك رائعين.,non-hateful,gay people,178.0,26.0,508,ال[IDENT_P] الي زيك رائعين.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2202,ident_pos_nh,السود الي زيك رائعين.,non-hateful,black people,179.0,26.0,508,ال[IDENT_P] الي زيك رائعين.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
arabic-2203,ident_pos_nh,اليهود الي زيك رائعين.,non-hateful,Jews,180.0,26.0,508,ال[IDENT_P] الي زيك رائعين.,,,"['non-hateful', 'non-hateful', 'non-hateful']",non-hateful,False,True
